Entropy,LossAfter,StdReturn,AveragePolicyStd,ExplainedVariance,MeanKL,MinReturn,MaxReturn,Perplexity,LossBefore,MaxKL,TotalExecTime,AverageReturn,Time,ItrTime,NumTrajs
2.69307,-0.0,0.0,0.930467,1,0.0,0.0,0.0,14.777,-0.0,0.0,7.550226211547852,0.0,7.6349778175354,7.634981393814087,20
2.69307,-0.0,0.0,0.930467,1,0.0,0.0,0.0,14.777,-0.0,0.0,7.160126209259033,0.0,14.909800291061401,7.272069215774536,20
2.69307,-0.0,0.0,0.930467,1,0.0,0.0,0.0,14.777,-0.0,0.0,7.1097252368927,0.0,22.074702978134155,7.161529302597046,20
2.69307,-0.0,0.0,0.930467,1,0.0,0.0,0.0,14.777,-0.0,0.0,7.054684162139893,0.0,29.177175045013428,7.097751617431641,20
2.69307,-0.0,0.0,0.930467,1,0.0,0.0,0.0,14.777,-0.0,0.0,7.1955015659332275,0.0,36.43492579460144,7.243000745773315,20
2.69307,-0.0,0.0,0.930467,1,0.0,0.0,0.0,14.777,-0.0,0.0,7.3241331577301025,0.0,43.8074049949646,7.367680072784424,20
2.69307,-0.0,0.0,0.930467,1,0.0,0.0,0.0,14.777,-0.0,0.0,7.692622900009155,0.0,51.5828959941864,7.765751361846924,20
