MeanKL,LossAfter,AveragePolicyStd,MaxKL,TotalExecTime,Entropy,ExplainedVariance,MaxReturn,LossBefore,MinReturn,NumTrajs,AverageReturn,Time,Perplexity,StdReturn,ItrTime
110.125,-2.35352,1.0,7078.73,16.468148708343506,2.83788,0.0693908634366,100.0,-0.0161311,0.0,20,5.0,16.732897758483887,17.0795,21.7944947177,16.732903718948364
0.85926,0.117164,0.991973,66.451,15.380885124206543,2.82175,0.153392841147,300.0,0.0168322,0.0,20,20.0,32.304633378982544,16.8062,67.8232998313,15.568723678588867
2.47702,0.624067,0.996153,246.411,15.979893207550049,2.83016,0.107923594131,800.0,-0.000576295,0.0,20,85.0,48.43413829803467,16.9482,203.162496539,16.122121572494507
0.00236861,0.00974475,0.996009,0.0806719,14.784287929534912,2.82987,0.316221743915,500.0,0.0131942,0.0,20,55.0,63.54068374633789,16.9433,139.55285737,15.096621036529541
1.62927,-0.352606,0.999297,111.985,19.155691146850586,2.83647,0.0632396539184,500.0,-0.000983384,0.0,20,40.0,82.92397928237915,17.0555,115.758369028,19.359121322631836
7.00044,-0.849941,0.999052,788.836,16.10962414741516,2.83598,0.113994303874,900.0,0.0241159,0.0,20,110.0,99.33078622817993,17.0471,246.779253585,16.398824453353882
0.00135457,0.00435564,1.0051,0.0161035,17.325082778930664,2.84804,0.287358334069,200.0,0.00687372,0.0,20,20.0,116.82470631599426,17.2539,60.0,17.46926498413086
