Perplexity,LossBefore,AverageReturn,StdReturn,LossAfter,ItrTime,ExplainedVariance,MaxKL,Entropy,Time,TotalExecTime,NumTrajs,MaxReturn,MeanKL,AveragePolicyStd,MinReturn
21.7921,0.00211015,195.0,400.593309979,-0.016705,13.110488414764404,0.337559530264,16.012,3.08155,13.110488653182983,13.040535926818848,20,1700.0,0.0851018,1.12957,0.0
21.8382,-0.00638424,640.0,591.100668245,-0.0100831,13.364625692367554,0.331500733523,0.654525,3.08366,26.477936029434204,13.283775568008423,20,2200.0,0.00711464,1.13076,0.0
21.7686,0.00212219,575.0,710.545565041,0.000391517,12.475955724716187,0.215923774322,2.56407,3.08047,38.960057497024536,12.412006378173828,20,2200.0,0.0042217,1.12899,0.0
21.7917,0.00202485,345.0,352.810147246,0.000437479,13.083666563034058,0.279793905563,0.207832,3.08153,52.048529863357544,13.023345232009888,20,1000.0,0.000708281,1.12958,0.0
21.8137,0.0020428,245.0,396.83119837,0.000756649,12.457346677780151,0.226813290188,0.018107,3.08254,64.51041340827942,12.413723707199097,20,1600.0,0.000742123,1.13015,0.0
21.836,-0.00121441,380.0,329.545141066,-0.00342898,11.828013896942139,0.234840315871,0.0932525,3.08356,76.34152007102966,11.786492824554443,20,1100.0,0.00189329,1.13072,0.0
21.8228,0.00354164,470.0,606.712452485,0.000580482,13.038020372390747,0.274752221507,0.256085,3.08295,89.38357090950012,12.968743801116943,20,2100.0,0.00239894,1.13037,0.0
