MinReturn,Time,TotalExecTime,AveragePolicyStd,LossAfter,Entropy,Perplexity,MaxReturn,LossBefore,MeanKL,AverageReturn,ExplainedVariance,NumTrajs,MaxKL,ItrTime,StdReturn
0.0,16.132569551467896,15.751495599746704,1.00568,0.00655021,2.849,17.2706,400.0,0.0120622,0.00369683,20.0,0.0561189296019,20,0.117604,16.132582187652588,87.1779788708
0.0,31.16648554801941,14.80151915550232,1.01166,0.723975,2.86107,17.4801,400.0,0.0269476,5.08664,20.0,0.11100343821,20,646.994,15.002865076065063,87.1779788708
0.0,47.58817172050476,16.229443311691284,1.0185,0.0166626,2.87454,17.7173,200.0,0.0118211,0.0549117,10.0,0.0984235174694,20,6.9816,16.38854432106018,43.5889894354
0.0,63.50863838195801,15.72861623764038,1.02153,-0.0303416,2.88045,17.8223,600.0,-0.0181357,0.0295852,55.0,0.0770534776362,20,6.08063,15.89048147201538,153.21553446
0.0,79.98747539520264,16.29910683631897,1.0169,-0.0396277,2.87138,17.6614,300.0,-0.0158423,0.116578,25.0,0.0640857372391,20,12.1158,16.458805561065674,76.6485485838
0.0,97.53832602500916,17.33100700378418,1.01288,-0.0624477,2.86346,17.5221,100.0,-0.0147146,0.276972,5.0,0.0490055151338,20,38.3568,17.514219999313354,21.7944947177
0.0,113.32553625106812,15.657416343688965,1.00917,0.000138398,2.8561,17.3936,1300.0,0.000595912,0.00820263,75.0,0.0914272521142,20,1.18057,15.761704921722412,284.385302011
