MaxKL,MinReturn,TotalExecTime,NumTrajs,ItrTime,AverageReturn,Time,MaxReturn,ExplainedVariance,Entropy,LossAfter,AveragePolicyStd,Perplexity,MeanKL,StdReturn,LossBefore
4.45744,0.0,22.42104959487915,20,22.52796220779419,775.0,22.52795720100403,7200.0,0.34324126764,3.08155,-0.00503693,1.12957,21.7921,0.0362977,1738.06645443,-0.00257753
0.150944,0.0,17.82078742980957,20,17.88830876350403,1000.0,40.4229154586792,7800.0,0.27581432385,3.07897,0.00868189,1.12811,21.736,0.000758084,2357.75316774,0.0102557
0.102494,0.0,17.803497791290283,20,17.861659288406372,1405.0,58.29450345039368,6100.0,0.319232394752,3.0841,-0.00982963,1.13101,21.8478,0.00245374,2111.03647529,-0.00750924
2.05438,0.0,21.69023585319519,20,21.76360273361206,360.0,80.06265807151794,4500.0,0.350690581545,3.08034,-0.00655529,1.1289,21.7659,0.00361999,1116.87062814,-0.00398107
1.69063,0.0,17.956618785858154,20,18.041281700134277,1560.0,98.1099259853363,11400.0,0.633758084327,3.07835,-0.00531153,1.12777,21.7226,0.0159128,3315.02639507,1.81962e-05
0.0735554,0.0,19.6524760723114,20,19.733328104019165,1115.0,117.86014366149902,8700.0,0.456261425251,3.07836,-0.00713119,1.12778,21.7228,0.00180431,2353.35398952,-0.00531013
0.11366,0.0,19.456657886505127,20,19.53402614593506,255.0,137.3996262550354,2600.0,0.446120010191,3.07571,-0.013316,1.12631,21.6652,0.00121376,765.163381246,-0.0113162
