Entropy,ExplainedVariance,NumTrajs,MeanKL,Time,LossAfter,AveragePolicyStd,MaxReturn,LossBefore,Perplexity,MaxKL,MinReturn,ItrTime,TotalExecTime,AverageReturn,StdReturn
2.74043,0.0540928412018,20,0.0342786,5.044677972793579,0.0172503,0.95435,1800.0,0.0314868,15.4937,0.255749,0.0,5.044682502746582,4.975683689117432,340.0,512.249938995
2.77192,0.0662129396507,20,0.094766,10.005438804626465,-0.0145094,0.969238,6000.0,0.0123534,15.9893,0.480697,0.0,4.956147193908691,4.8729798793792725,1545.0,1510.45522939
2.7781,0.555939365391,20,0.117555,14.753530502319336,-0.0659942,0.972188,15400.0,-0.0249739,16.0884,0.444848,5200.0,4.744936466217041,4.692148447036743,11195.0,2485.65383752
2.76561,0.879384897496,20,0.105364,19.571742296218872,-0.0267315,0.966311,20500.0,-0.00476501,15.8887,0.692738,13500.0,4.814426422119141,4.734525680541992,17890.0,1925.59081842
2.76323,0.846285959209,20,0.0810631,24.446950674057007,-0.0492297,0.964878,20300.0,-0.0258816,15.8509,0.180176,13200.0,4.8710339069366455,4.811241626739502,17570.0,2010.0
2.75029,0.776988247769,20,0.0779379,29.089058876037598,-0.0353601,0.958915,19700.0,-0.00239618,15.6471,0.704062,8700.0,4.63576340675354,4.611839771270752,16490.0,3042.67973997
2.74909,0.878729999444,20,0.081042,33.938989877700806,-0.0381593,0.958457,20500.0,-0.0167994,15.6284,0.276268,14400.0,4.846618413925171,4.808469533920288,17850.0,1696.02476397
