AveragePolicyStd,AverageReturn,MeanKL,ItrTime,LossBefore,NumTrajs,MaxKL,MaxReturn,TotalExecTime,LossAfter,ExplainedVariance,MinReturn,Time,Perplexity,StdReturn,Entropy
0.935103,0.0,0.0,10.893111228942871,-0.0,20,0.0,0.0,10.807028770446777,-0.0,1,0.0,10.893105745315552,14.8902,0.0,2.7007
0.935103,0.0,0.0,10.706974506378174,-0.0,20,0.0,0.0,10.654536962509155,-0.0,1,0.0,21.609004020690918,14.8902,0.0,2.7007
0.935103,0.0,0.0,11.075580596923828,-0.0,20,0.0,0.0,11.009557008743286,-0.0,1,0.0,32.69834280014038,14.8902,0.0,2.7007
0.935103,0.0,0.0,10.77878212928772,-0.0,20,0.0,0.0,10.729381561279297,-0.0,1,0.0,43.480695962905884,14.8902,0.0,2.7007
0.935103,0.0,0.0,10.77455449104309,-0.0,20,0.0,0.0,10.706053972244263,-0.0,1,0.0,54.264267921447754,14.8902,0.0,2.7007
0.935103,0.0,0.0,10.581121683120728,-0.0,20,0.0,0.0,10.480718851089478,-0.0,1,0.0,64.85580897331238,14.8902,0.0,2.7007
0.935103,0.0,0.0,10.353295803070068,-0.0,20,0.0,0.0,10.277605533599854,-0.0,1,0.0,75.22270607948303,14.8902,0.0,2.7007
