LossAfter,MeanKL,NumTrajs,ExplainedVariance,TotalExecTime,AveragePolicyStd,LossBefore,Entropy,MaxKL,Time,ItrTime,AverageReturn,MinReturn,StdReturn,Perplexity,MaxReturn
-0.0,0.0,20,1,12.78358268737793,0.930467,-0.0,2.69307,0.0,12.896144390106201,12.896151781082153,0.0,0.0,0.0,14.777,0.0
-0.0,0.0,20,1,12.500118732452393,0.930467,-0.0,2.69307,0.0,25.510838508605957,12.611517667770386,0.0,0.0,0.0,14.777,0.0
-0.0,0.0,20,1,13.094027996063232,0.930467,-0.0,2.69307,0.0,38.71726894378662,13.19905400276184,0.0,0.0,0.0,14.777,0.0
-0.0,0.0,20,1,12.39743161201477,0.930467,-0.0,2.69307,0.0,51.25475192070007,12.529618263244629,0.0,0.0,0.0,14.777,0.0
-0.0,0.0,20,1,11.57623839378357,0.930467,-0.0,2.69307,0.0,62.8695011138916,11.607337474822998,0.0,0.0,0.0,14.777,0.0
-0.0,0.0,20,1,11.776650667190552,0.930467,-0.0,2.69307,0.0,74.77162551879883,11.895442724227905,0.0,0.0,0.0,14.777,0.0
-0.0,0.0,20,1,11.741766214370728,0.930467,-0.0,2.69307,0.0,86.57837104797363,11.798970460891724,0.0,0.0,0.0,14.777,0.0
