LossAfter,StdReturn,MinReturn,Perplexity,Entropy,NumTrajs,MaxReturn,AverageReturn,Time,ItrTime,MaxKL,AveragePolicyStd,MeanKL,TotalExecTime,ExplainedVariance,LossBefore
-0.0925834,517.197979501,0.0,16.3558,2.79458,40,1900.0,752.5,6.164797306060791,6.164801120758057,30.9497,0.982009,0.396484,6.0999133586883545,0.357350281726,-0.0291464
-0.101452,1515.072193,0.0,15.886,2.76544,40,5600.0,2542.5,11.757215023040771,5.589150905609131,5.73642,0.967906,0.38485,5.53887152671814,0.458949035273,-0.023257
-0.0519342,2258.89353445,0.0,15.7023,2.75381,40,6200.0,2870.0,16.882349252700806,5.116315126419067,3.70942,0.962684,0.154302,5.067918300628662,0.534850198763,-0.0030632
-0.0190388,1939.00586642,0.0,15.6783,2.75228,40,6400.0,3877.5,22.168005228042603,5.278372764587402,5.62447,0.961342,0.0599716,5.2225706577301025,0.583418128013,-0.00177751
-0.0260727,2181.97158552,0.0,15.6644,2.75139,40,6500.0,3100.0,27.52346968650818,5.338576078414917,5.60575,0.960362,0.0398169,5.293726682662964,0.54821776596,-0.0106976
-0.0081651,1956.04032423,0.0,15.5808,2.74604,40,6900.0,3787.5,32.524739503860474,4.995243787765503,19.4316,0.957557,0.057998,4.958486318588257,0.576855484223,0.00556661
-0.0347919,2153.35639178,0.0,15.6242,2.74882,40,7200.0,3782.5,37.391788721084595,4.862723350524902,7.10722,0.958798,0.0574185,4.827604293823242,0.558320990314,-0.0174065
