StdReturn,MeanKL,Time,ItrTime,AveragePolicyStd,MaxReturn,MaxKL,LossBefore,Perplexity,LossAfter,MinReturn,Entropy,ExplainedVariance,AverageReturn,TotalExecTime,NumTrajs
419.046536795,0.0203082,11.857836246490479,11.857848644256592,1.12957,1200.0,3.74872,0.00208824,21.7921,-0.00483772,0.0,3.08155,0.365369125942,280.0,11.7917160987854,20
207.364413533,0.00274042,25.289621591567993,13.427097082138062,1.13075,600.0,0.437339,0.00444019,21.8377,0.00242634,0.0,3.08364,0.424882528913,100.0,13.36139965057373,20
381.411850891,0.0106917,36.31914186477661,11.024831056594849,1.13202,1600.0,6.2538,-0.00323155,21.8862,-0.00919673,0.0,3.08586,0.357605402422,155.0,10.979584455490112,20
560.267793113,0.00179752,49.14883351325989,12.824260711669922,1.13111,2200.0,0.832575,-0.00191152,21.8509,-0.00389241,0.0,3.08424,0.279310693174,410.0,12.77789044380188,20
443.255005612,0.00277485,61.86749219894409,12.714246273040771,1.13056,1200.0,0.0787849,-0.0108843,21.83,-0.0136213,0.0,3.08329,0.332284671056,295.0,12.662093877792358,20
135.922772191,0.00360756,73.664395570755,11.791349411010742,1.12748,500.0,0.419475,-0.0159823,21.7115,-0.0181206,0.0,3.07784,0.290931922478,55.0,11.74537968635559,20
302.324329157,0.00862723,87.72591280937195,14.056180715560913,1.123,1000.0,0.713182,0.00559764,21.5387,0.00113233,0.0,3.06985,0.362003574457,140.0,13.98873233795166,20
