LossBefore,Entropy,MeanKL,StdReturn,TotalExecTime,NumTrajs,Perplexity,ExplainedVariance,MaxReturn,LossAfter,MinReturn,MaxKL,AverageReturn,AveragePolicyStd,ItrTime,Time
0.00450073,2.57184,0.414576,55.6214886532,5.667748212814331,40,13.0899,0.0251827683421,300.0,-0.0476651,0.0,19.1862,12.5,0.876188,5.7608482837677,5.76084303855896
0.0113702,2.57634,0.0913172,220.212965104,6.319158315658569,40,13.1489,0.117254311546,900.0,-0.0309355,0.0,6.08587,152.5,0.878501,6.375745058059692,12.141223192214966
-0.0192135,2.58202,0.0690673,476.963048883,5.355547666549683,40,13.2239,0.173857465304,2100.0,-0.0508521,0.0,2.25051,572.5,0.881399,5.4192140102386475,17.5645854473114
-0.0308642,2.57242,0.111604,826.075057123,5.768768787384033,40,13.0975,0.351627192167,3300.0,-0.0699696,100.0,14.108,1540.0,0.877024,5.824131727218628,23.396711826324463
-0.00527076,2.55699,0.120496,683.917940984,6.233933210372925,40,12.8969,0.529301197997,3900.0,-0.0292112,900.0,23.6347,2297.5,0.870442,6.266401052474976,29.675527572631836
0.00337407,2.55435,0.127844,992.720378556,5.078809499740601,40,12.8629,0.597332089913,3900.0,-0.0291901,0.0,3.58008,2047.5,0.869367,5.125956296920776,34.806021213531494
0.00977646,2.55604,0.183496,860.083571521,6.36008095741272,40,12.8847,0.459619645583,4900.0,-0.0349414,900.0,6.32664,2197.5,0.870309,6.420649766921997,41.23091673851013
