AveragePolicyStd,ExplainedVariance,Entropy,MeanKL,LossAfter,LossBefore,MinReturn,MaxReturn,AverageReturn,TotalExecTime,NumTrajs,MaxKL,Time,ItrTime,Perplexity,StdReturn
1.12957,0.289133366853,3.08155,0.00342033,0.01166,0.0155568,0.0,3400.0,600.0,12.406893253326416,20,0.239025,12.500581741333008,12.500587701797485,21.7921,913.236004546
1.13843,0.317725810581,3.09711,0.00280578,0.0237236,0.0269311,0.0,3600.0,1035.0,10.700159072875977,20,0.115835,23.27427387237549,10.766890525817871,22.1338,1085.94428955
1.14609,0.300727937402,3.11057,0.0120981,-0.00786761,-0.00570781,0.0,3900.0,835.0,11.700859785079956,20,1.41412,35.03625416755676,11.758196353912354,22.4339,1128.39487769
1.14445,0.444056016876,3.10772,0.00265181,-0.0124929,-0.0106586,0.0,2600.0,475.0,11.535102367401123,20,0.169057,46.63483428955078,11.590063571929932,22.3699,834.790392853
1.1414,0.391172679058,3.10239,0.000928711,-7.3323e-05,0.00208233,0.0,2400.0,485.0,13.211787223815918,20,0.0364709,59.90583395957947,13.26422905921936,22.251,656.715311227
1.142,0.425497463325,3.10343,0.00381908,-0.0136296,-0.0105176,0.0,4200.0,860.0,11.403245449066162,20,0.222078,71.38325333595276,11.464245796203613,22.2742,1017.54606775
1.139,0.325643531451,3.09817,0.00175652,-0.00265213,-0.000701882,0.0,4100.0,1020.0,11.325884342193604,20,0.104841,82.77955675125122,11.390735626220703,22.1574,1140.0
