ExplainedVariance,Time,Perplexity,MaxReturn,AveragePolicyStd,StdReturn,MinReturn,ItrTime,TotalExecTime,LossBefore,MaxKL,NumTrajs,AverageReturn,LossAfter,Entropy,MeanKL
1,4.783917427062988,15.2117,0.0,0.947542,0.0,0.0,4.783922433853149,4.72052264213562,-0.0,0.0,20,0.0,-0.0,2.72206,0.0
1,9.439733266830444,15.2117,0.0,0.947542,0.0,0.0,4.652058124542236,4.606011629104614,-0.0,0.0,20,0.0,-0.0,2.72206,0.0
1,14.253661870956421,15.2117,0.0,0.947542,0.0,0.0,4.809469699859619,4.7893147468566895,-0.0,0.0,20,0.0,-0.0,2.72206,0.0
1,19.054304361343384,15.2117,0.0,0.947542,0.0,0.0,4.795429229736328,4.769284963607788,-0.0,0.0,20,0.0,-0.0,2.72206,0.0
0.0213901057712,23.7021164894104,15.2117,1000.0,0.947542,217.944947177,0.0,4.644015789031982,4.61554217338562,0.00741388,0.0684937,20,50.0,-0.00296625,2.72206,0.0299054
1,30.21816325187683,15.2681,0.0,0.949478,0.0,0.0,6.512200117111206,6.4578773975372314,-0.0,0.0,20,0.0,-0.0,2.72577,0.0
0.0270022335955,36.4837543964386,15.2681,200.0,0.949478,43.5889894354,0.0,6.247285842895508,6.1967082023620605,-0.00125497,0.0305027,20,10.0,-0.00711828,2.72577,0.0153182
