Entropy,ExplainedVariance,MaxReturn,Perplexity,ItrTime,TotalExecTime,LossAfter,MeanKL,AveragePolicyStd,NumTrajs,StdReturn,MaxKL,AverageReturn,LossBefore,MinReturn,Time
2.84416,0.0538615544297,1200.0,17.1872,6.72009801864624,6.6508097648620605,-0.0111399,0.100448,1.0032,20,372.021504755,0.278511,160.0,0.0108149,0.0,6.7200939655303955
2.85498,0.222194963276,6500.0,17.374,6.735144138336182,6.6430017948150635,-0.000284449,0.0235239,1.00864,20,1921.78953062,0.0585565,3185.0,0.0130092,300.0,13.458929300308228
2.86148,0.185966369204,10900.0,17.4874,7.457951307296753,7.415488958358765,-0.00639518,0.00663924,1.01189,20,2565.24852597,0.0171228,3850.0,-0.00179636,0.0,20.91921091079712
2.86058,0.284127642465,11100.0,17.4717,6.730494260787964,6.689887046813965,-0.0231246,0.00487844,1.01149,20,2274.00527704,0.0133549,6370.0,-0.0197249,2100.0,27.65358018875122
2.85072,0.168149257188,10800.0,17.3003,16.799521446228027,16.74660587310791,0.0162227,0.00532229,1.00656,20,3058.96632868,0.0182062,5115.0,0.0192589,300.0,44.46545958518982
2.86035,0.260381345559,13700.0,17.4676,6.377713680267334,6.325562238693237,-0.0251097,0.0300982,1.01144,20,3735.62578426,0.0874347,6310.0,-0.0162834,0.0,50.847599029541016
2.85221,0.235827952533,10700.0,17.326,6.244544744491577,6.202603578567505,-0.0109208,0.0499547,1.00732,20,2844.72757922,0.168502,4405.0,0.00788611,800.0,57.09915375709534
