NumTrajs,MeanKL,AveragePolicyStd,LossAfter,ItrTime,AverageReturn,Entropy,Perplexity,MaxKL,ExplainedVariance,MinReturn,LossBefore,StdReturn,MaxReturn,TotalExecTime,Time
40,1.34486,0.805297,-0.142395,5.1230974197387695,1257.5,2.40341,11.0609,10.4059,0.37026345542,300.0,0.0185674,567.4008724,2600.0,5.059590101242065,5.123090028762817
40,0.111162,0.812373,-0.0661796,4.684361696243286,4667.5,2.42198,11.2681,1.3524,0.74608932878,2300.0,-0.0164221,1458.1473691,7400.0,4.615780830383301,9.812118768692017
40,0.0977233,0.808988,-0.0976033,4.6850457191467285,6035.0,2.41377,11.176,8.05041,0.943999630208,5000.0,-0.0625367,439.630526693,7100.0,4.656169891357422,14.50102162361145
40,0.112618,0.796494,-0.0945101,4.817296504974365,5950.0,2.3825,10.8319,0.657624,0.817992918022,2300.0,-0.0489028,1653.48117619,8000.0,4.776215553283691,19.32323384284973
40,0.146672,0.786932,-0.118604,4.681890487670898,6372.5,2.35805,10.5703,1.13187,0.898496833479,3800.0,-0.0734572,854.981724951,7600.0,4.6306374073028564,24.008915662765503
40,0.0955996,0.772606,-0.0696095,4.7180280685424805,6492.5,2.32132,10.1891,1.68661,0.884693147773,2700.0,-0.0344813,1289.2609317,7900.0,4.682986259460449,28.733094453811646
40,0.198543,0.765827,-0.0973855,4.847317457199097,6802.5,2.30408,10.015,3.98559,0.940140654393,5400.0,-0.0437105,610.527435911,7700.0,4.778883218765259,33.585121393203735
