MeanKLBefore,1MinReturn,0ExplainedVariance,0PolicyExecTime,Time,1MaxReturn,0Entropy,0StdReturn,0MaxReturn,LossBefore,0MinReturn,1ExplainedVariance,1Perplexity,1Entropy,0Perplexity,0ProcessExecTime,0AveragePolicyStd,0EnvExecTime,1AveragePolicyStd,ItrTime,1AverageReturn,1StdReturn,0NumTrajs,dLoss,0AverageReturn,1ProcessExecTime,MeanKL,ComputeUpdatedDistTime,LossAfter,1NumTrajs,1EnvExecTime,1PolicyExecTime
2.88709722795e-09,0.0,0.0400738207455,12.463680267333984,7303.585784912109,38500.0,2.83838,6536.74529105,35000.0,-1.24564392134e-09,0.0,0.204415991175,17.1478,2.84187,17.0881,1.39717698097229,1.00036,50.16289806365967,1.00213,159.83265805244446,8398.5,11333.3048027,400,0.00252162377583,2019.0,1.188420057296753,0.00767509825528,0.4540748596191406,-0.00252162502147,400,41.790323972702026,41.18375539779663
3.56230978049e-09,0.0,0.061644922888,13.231036901473999,7459.840208292007,35600.0,2.83735,6471.18364366,37800.0,-1.80443748832e-09,0.0,0.11562222571,17.1554,2.84231,17.0704,1.4271576404571533,0.99986,48.89194893836975,1.00239,156.2463240623474,8748.25,11404.4441749,400,0.00364313699538,2763.5,1.2363777160644531,0.00683482130989,0.3521137237548828,-0.00364313879982,400,41.62644338607788,40.985326051712036
-7.96279930881e-09,0.0,0.0154965823927,10.505752563476562,7613.638453245163,34400.0,2.82526,3960.44186297,23400.0,3.89991317018e-10,0.0,0.145126918936,16.8563,2.82472,16.8654,1.334951400756836,0.993866,46.26353120803833,0.99359,152.9493317604065,5929.5,9537.0713403,400,0.00304142238456,1375.5,1.233950138092041,0.00656153028831,0.39037346839904785,-0.00304142199457,400,42.04145050048828,40.60191774368286
-1.95577865014e-09,0.0,0.019992979935,13.546024322509766,7772.668522119522,40100.0,2.81393,6744.73926479,33900.0,-7.8871381648e-10,0.0,0.126316175486,16.6647,2.81329,16.6753,1.4212799072265625,0.988277,49.772921085357666,0.987995,159.02537155151367,9010.5,11988.4815448,400,0.00348036843643,3231.5,1.2473795413970947,0.00741249136627,0.3979787826538086,-0.00348036922514,400,42.287400007247925,40.82229804992676
-3.49246992437e-10,0.0,0.0302574605153,12.885577201843262,7926.895062446594,36600.0,2.81184,5833.40268947,25700.0,1.10594547409e-10,0.0,0.316156146991,16.7255,2.81693,16.6406,1.3580849170684814,0.987253,47.199573040008545,0.989788,153.4629943370819,8603.25,11601.7030835,400,0.00359727057512,2524.25,1.2681782245635986,0.00717068137601,0.393862247467041,-0.00359727046452,400,41.83144950866699,40.829888105392456
-6.02449112819e-09,0.0,0.0306523589843,10.615238189697266,8081.398945569992,38800.0,2.81177,8290.64720031,37000.0,2.32830602021e-10,0.0,0.0966286351114,16.5894,2.80876,16.6394,1.419959545135498,0.987098,46.47592234611511,0.985625,154.49921536445618,6512.0,11582.3229967,400,0.00258317263797,3013.0,1.2048397064208984,0.00709944497794,0.9560613632202148,-0.00258317240514,400,42.389023303985596,41.3582398891449
9.7788876996e-10,0.0,0.036475793148,13.543646335601807,8240.459904432297,37300.0,2.81683,6373.15445835,36000.0,3.49245937725e-10,0.0,0.0888889116641,16.7519,2.81851,16.7237,1.4360315799713135,0.98964,49.23213052749634,0.990495,158.38247060775757,6352.25,11479.1090655,400,0.0027604495408,2151.5,1.3304705619812012,0.00682879099622,0.3557887077331543,-0.00276044919156,400,42.277053117752075,41.20209860801697
-6.26896357048e-09,0.0,0.04328983167,12.765374422073364,8393.274867773056,41500.0,2.80979,7280.47951288,36200.0,-5.12227427141e-10,0.0,0.248035763229,16.5533,2.80658,16.6064,1.339728593826294,0.986164,46.53770661354065,0.984584,152.80998826026917,8916.25,13137.315591,400,0.0029790582601,2545.75,1.2742795944213867,0.0074330130592,0.39140820503234863,-0.00297905877233,400,41.630950689315796,40.96964478492737
3.79659370608e-09,0.0,0.0444378501325,10.82817029953003,8549.49347281456,39300.0,2.83556,4994.19773337,30400.0,5.12227427141e-10,0.0,0.185258442278,17.0831,2.83809,17.04,1.3981733322143555,0.99897,48.04948139190674,1.00025,155.4056465625763,8524.0,12749.8068221,400,0.00272463778965,1683.0,1.230689525604248,0.00738023594022,0.3441605567932129,-0.00272463727742,400,42.37905168533325,41.484265089035034
4.65661037508e-10,0.0,0.052168789417,13.502713680267334,8707.21600317955,40500.0,2.83573,10382.7750505,41500.0,4.19095202986e-10,0.0,0.138004758613,17.0299,2.83497,17.0428,1.4321506023406982,0.999034,49.36451268196106,0.998705,157.7179615497589,11748.25,15547.4112616,400,0.00264927577227,4513.5,1.1935453414916992,0.00678623607382,0.36998915672302246,-0.00264927535318,400,41.76758170127869,41.610835313797
-2.77069212018e-09,0.0,0.0242697199608,12.492398738861084,8860.348504781723,40300.0,2.82638,5407.73603276,38800.0,-1.84518289537e-09,0.0,0.262076628667,16.9228,2.82866,16.8843,1.3331949710845947,0.99446,45.130085945129395,0.995587,152.29682397842407,10859.75,14528.5926689,400,0.00389783412102,1721.0,1.2905950546264648,0.00739522092044,0.3427391052246094,-0.0038978359662,400,42.215559005737305,42.17301678657532
-1.932495719e-09,0.0,0.0140159052548,11.064263582229614,9016.531672239304,39700.0,2.80756,7160.27352393,39400.0,-3.2596292332e-10,0.0,0.215274939881,16.6089,2.80994,16.5695,1.3654701709747314,0.984966,48.66812467575073,0.98615,156.17855215072632,6823.25,12549.178636,400,0.00255685104057,2231.75,1.2347300052642822,0.00709404330701,0.3814878463745117,-0.00255685136653,400,42.3433473110199,41.38150429725647
3.72528952131e-10,0.0,0.0110415256495,13.51904582977295,9173.55899977684,40200.0,2.80499,6427.93621624,32900.0,6.17001227887e-10,0.0,0.197457336158,16.4941,2.803,16.527,1.4392659664154053,0.983692,49.283875942230225,0.982722,156.32407021522522,6379.75,13010.0409276,400,0.00244682530174,1806.0,1.2091805934906006,0.00735424505547,0.3471205234527588,-0.00244682468474,400,41.791236877441406,40.459901571273804
-5.82076298272e-09,0.0,0.0132466664101,12.805517673492432,9331.177004814148,41100.0,2.79658,2297.16367234,17400.0,3.49245771192e-11,0.0,0.380742980467,16.4127,2.79806,16.3885,1.3384153842926025,0.97957,44.376850605010986,0.980306,157.61357998847961,7576.5,12904.2453383,400,0.00228360554902,676.25,1.3280975818634033,0.00775382434949,0.32854580879211426,-0.00228360551409,400,45.25139570236206,41.70619797706604
-2.28174013017e-09,0.0,0.00979830298425,11.90093445777893,9493.32019329071,40100.0,2.81154,5405.45104501,40100.0,4.48199088954e-10,0.0,0.101455218198,16.6341,2.81145,16.6355,1.508991003036499,0.986919,51.07827043533325,0.986884,161.49050760269165,3959.25,8989.28052947,400,0.00271490796586,1607.0,1.2747223377227783,0.00688741356134,0.34560346603393555,-0.00271490751766,400,44.54581117630005,42.7192440032959
1.25728516487e-09,0.0,0.0167228689362,12.512914657592773,9653.07008600235,40700.0,2.80719,7749.5796015,39400.0,-1.62981450558e-09,0.0,0.0410514323661,16.5874,2.80865,16.5634,1.5343563556671143,0.984778,49.91549825668335,0.985508,159.74493217468262,5119.0,11092.1070586,400,0.00199996656738,2404.0,1.2389850616455078,0.00650397920981,0.3541426658630371,-0.0019999681972,400,43.90631604194641,43.05355787277222
4.4237841168e-10,0.0,0.0220385836696,11.319898843765259,9815.927017211914,32000.0,2.79659,8197.60292708,34700.0,-3.7543940179e-10,0.0,0.268241647099,16.3902,2.79668,16.3886,1.4311957359313965,0.979605,49.2952938079834,0.979671,162.1058864593506,3634.75,6936.10246734,400,0.00415772907145,2827.5,1.3555645942687988,0.00800959393382,0.3315749168395996,-0.00415772944689,400,45.760700702667236,44.22893214225769
