MaxKL,ExplainedVariance,Entropy,MaxReturn,AveragePolicyStd,TotalExecTime,AverageReturn,StdReturn,MeanKL,MinReturn,Perplexity,LossBefore,LossAfter,ItrTime,NumTrajs,Time
0.0,1,2.8392,0.0,1.00066,15.382542848587036,0.0,0.0,0.0,0.0,17.1021,-0.0,-0.0,15.752230405807495,20,15.752222061157227
108.525,0.254004031628,2.8392,700.0,1.00066,16.060558319091797,55.0,171.682847134,1.3098,0.0,17.1021,0.0217714,-0.510291,16.26525855064392,20,32.053526163101196
235.903,0.294484937128,2.85009,1100.0,1.00612,16.992197275161743,115.0,272.534401498,2.19882,0.0,17.2893,-0.010659,-0.0358249,17.278404235839844,20,49.3569974899292
0.155525,0.234004610026,2.84476,900.0,1.00345,16.90419292449951,50.0,196.214168703,0.0035431,0.0,17.1974,-0.000249727,-0.0038541,17.11313509941101,20,66.4829454421997
166.89,0.22200560172,2.84463,400.0,1.00339,16.309154748916626,20.0,87.1779788708,1.62609,0.0,17.1952,0.00914324,0.159321,16.4093816280365,20,82.93602514266968
4.31732,0.268325579128,2.8492,1100.0,1.00568,16.66383194923401,70.0,245.153013443,0.0211079,0.0,17.274,-0.00135927,-0.00892102,16.80149269104004,20,99.74537420272827
0.0,1,2.84852,0.0,1.00534,16.345484733581543,0.0,0.0,0.0,0.0,17.2623,-0.0,-0.0,16.497072219848633,20,116.26912021636963
