MaxKL,MaxReturn,StdReturn,Perplexity,NumTrajs,TotalExecTime,LossBefore,AverageReturn,LossAfter,MeanKL,Entropy,ExplainedVariance,AveragePolicyStd,MinReturn,Time,ItrTime
1.44078,400.0,149.248115566,15.3903,20,6.682307481765747,0.0207208,215.0,-0.0385834,0.301731,2.73374,0.601407234221,0.949513,0.0,6.746890544891357,6.746896266937256
0.709318,400.0,71.4142842854,15.7125,20,6.408031463623047,0.0128753,330.0,-0.00458224,0.0328234,2.75446,0.873734821859,0.959248,200.0,13.275782346725464,6.523892641067505
0.174427,400.0,69.8212002188,15.814,20,6.360182046890259,0.00313251,275.0,-0.00309087,0.00620188,2.7609,0.848020498854,0.962335,100.0,19.723217248916626,6.44274115562439
0.668493,500.0,76.6485485838,15.8388,20,6.365023612976074,-0.0138972,325.0,-0.030399,0.055409,2.76246,0.857562861393,0.963071,200.0,26.149068117141724,6.423078775405884
0.575998,7400.0,2143.85167397,15.7291,20,6.5951011180877686,0.00772771,1230.0,-0.00146911,0.0777925,2.75551,0.399658573434,0.95974,0.0,32.816645860672,6.659404516220093
0.0358158,22300.0,8159.80851491,15.79,20,6.668390512466431,-0.0309521,5795.0,-0.033617,0.011041,2.75938,0.518213596689,0.96168,0.0,39.519155502319336,6.698768615722656
0.0166825,22300.0,8691.00109308,15.5475,20,6.925429344177246,-0.00513617,6950.0,-0.00902623,0.0031611,2.7439,0.551232657339,0.954244,300.0,46.52617144584656,6.99615478515625
