Entropy,MaxReturn,MeanKL,AveragePolicyStd,AverageReturn,MaxKL,TotalExecTime,Time,LossAfter,Perplexity,NumTrajs,ExplainedVariance,MinReturn,ItrTime,LossBefore,StdReturn
2.74043,300.0,0.049555,0.95435,210.0,0.707168,6.370762348175049,6.451321125030518,-0.0195706,15.4937,20,0.873263968886,100.0,6.451328277587891,-0.00251044,53.8516480713
2.73792,300.0,0.0112187,0.953266,235.0,0.133824,5.96837043762207,12.471412420272827,-0.00889003,15.4548,20,0.899573728223,200.0,6.01634955406189,-0.00262818,47.6969600708
2.73661,300.0,0.0149998,0.95259,225.0,0.146537,5.94962477684021,18.49477529525757,0.00140959,15.4346,20,0.787819181417,0.0,6.012718915939331,0.0112629,88.7411967465
2.74224,300.0,0.0370629,0.955343,235.0,0.40618,5.824479341506958,24.391925573349,-0.0092645,15.5217,20,0.902393515478,200.0,5.889197111129761,0.0045874,47.6969600708
2.74453,300.0,0.0469048,0.956272,225.0,0.396358,5.78991961479187,30.246635675430298,0.00214283,15.5574,20,0.826409780256,0.0,5.8435938358306885,0.0206958,88.7411967465
2.75488,300.0,0.0199085,0.961148,250.0,0.255902,6.1980507373809814,36.5116240978241,0.00563712,15.7192,20,0.906461264711,200.0,6.259162425994873,0.0224531,50.0
2.76611,300.0,0.0258696,0.966812,215.0,0.125964,5.710502862930298,42.273579359054565,-0.00757444,15.8966,20,0.848613291025,0.0,5.745898723602295,0.00596148,65.3834841531
