MeanKLBefore,ComputeUpdatedDistTime,0ExplainedVariance,1MaxReturn,1ProcessExecTime,1ExplainedVariance,1AverageReturn,1Entropy,1StdReturn,1PolicyExecTime,LossBefore,0AveragePolicyStd,0StdReturn,Time,1NumTrajs,1AveragePolicyStd,MeanKL,0ProcessExecTime,LossAfter,0Entropy,0PolicyExecTime,0EnvExecTime,ItrTime,0MinReturn,0NumTrajs,1MinReturn,dLoss,1Perplexity,0AverageReturn,0Perplexity,0MaxReturn,1EnvExecTime
0.0,0.0801396369934082,0.0318242525437,2900.0,0.5894064903259277,0.593157311177,651.083333333,1.54841,1129.4167343,22.41977596282959,-8.14907252789e-10,0.527866,57.8599242424,3573.0042445659637,1200,0.528304,0.00741326622665,0.6296029090881348,-0.00275062862784,1.54633,14.49925947189331,14.62987756729126,70.2695415019989,0.0,1200,0.0,0.00275062781293,4.704,3.25,4.69422,1300.0,14.416258335113525
0.0,0.08023619651794434,0.0240812543893,2700.0,0.6402492523193359,0.619671162927,550.083333333,1.52892,960.477308281,26.70796823501587,-4.48926584795e-09,0.522973,52.2971610659,3654.7137072086334,1200,0.523056,0.00638465071097,0.6472418308258057,-0.00466728815809,1.52888,17.50752305984497,15.010005712509155,79.2898519039154,0.0,1200,0.0,0.00466728366882,4.61317,2.58333333333,4.61302,1500.0,15.576642036437988
0.0,0.0743868350982666,0.0299738932843,3000.0,0.611701488494873,0.598846956329,654.0,1.52836,1134.62211037,22.92937469482422,-2.32830643654e-09,0.522634,42.7538172435,3730.1836297512054,1200,0.522698,0.00823430158198,0.6729788780212402,-0.00184687995352,1.52797,15.819635152816772,16.02399253845215,73.93132710456848,0.0,1200,0.0,0.00184687762521,4.61062,2.33333333333,4.60883,900.0,14.71175217628479
0.0,0.10032343864440918,0.0290159514885,2600.0,0.6118209362030029,0.637994323719,497.083333333,1.49851,875.147507408,26.03031277656555,-4.7730281949e-09,0.515257,51.9855081302,3808.8006916046143,1200,0.514838,0.00995293725282,0.6599295139312744,-0.00560383033007,1.50012,16.593299388885498,15.000027894973755,76.60427284240723,0.0,1200,0.0,0.00560382555705,4.475,2.41666666667,4.48225,1500.0,14.579627990722656
0.0,0.08109450340270996,0.00978868218902,2800.0,0.6171290874481201,0.653877531096,583.166666667,1.50765,1015.28319804,23.73069667816162,2.09547579288e-09,0.517707,31.7410311042,3885.2030398845673,1200,0.517326,0.00846810638905,0.671912670135498,-0.00463682971895,1.509,15.582084894180298,15.946967363357544,74.69102239608765,0.0,1200,0.0,0.00463683181442,4.51611,0.916666666667,4.52223,1100.0,14.985261917114258
0.0,0.07963848114013672,0.012273769821,2700.0,0.602496862411499,0.660770889866,567.583333333,1.46381,988.074302059,23.01656460762024,-3.25962901115e-09,0.506942,25.9699345398,3960.8249218463898,1200,0.507026,0.00344774592668,0.6410501003265381,-0.00300027872436,1.4636,16.60265064239502,15.067252159118652,73.77002620697021,0.0,1200,0.0,0.00300027546473,4.32242,0.75,4.32148,900.0,14.624056816101074
0.0,0.07752537727355957,0.00541966186233,2500.0,0.6128509044647217,0.604387880936,418.25,1.45834,752.745156632,23.483715057373047,-2.32830643654e-09,0.505284,17.3132896932,4039.5734741687775,1200,0.505683,0.00838092900813,0.6648297309875488,-0.00569543987513,1.45682,18.8278591632843,15.34492015838623,76.96485042572021,0.0,1200,0.0,0.00569543754682,4.29882,0.5,4.2923,600.0,14.996582269668579
0.0,0.0793759822845459,0.0313656364757,2900.0,0.6012039184570312,0.601397101853,656.416666667,1.44368,1138.56290694,22.96688723564148,-1.51339918375e-09,0.501692,55.6836301499,4116.336693525314,1200,0.502037,0.00420502340421,0.6812734603881836,-0.00229279557243,1.44167,17.128414630889893,15.75775694847107,75.02919006347656,0.0,1200,0.0,0.00229279405903,4.23627,4.0,4.22774,900.0,14.629916191101074
0.0,0.08201193809509277,0.035636985597,3000.0,0.631995677947998,0.606914320546,651.166666667,1.43735,1129.61585162,26.820435285568237,-2.32830643654e-09,0.500983,64.5333677686,4193.566126823425,1200,0.500588,0.00471833627671,0.6235969066619873,-0.00193808937911,1.43863,14.68696403503418,14.690722227096558,75.71568894386292,0.0,1200,0.0,0.0019380870508,4.20952,4.33333333333,4.21491,1400.0,15.18378210067749
0.0,0.0812232494354248,0.0336924459353,2900.0,0.6229228973388672,0.598603897252,632.0,1.42211,1098.95829463,23.697620391845703,3.0267983675e-09,0.497186,59.19453569,4272.6195187568665,1200,0.497546,0.00868818350136,0.6903173923492432,-0.00340868998319,1.42037,17.64404797554016,16.296257972717285,77.24168634414673,0.0,1200,0.0,0.00340869300999,4.14585,4.58333333333,4.13864,1200.0,15.083369970321655
0.0,0.07821226119995117,0.0101048027571,2900.0,0.5931451320648193,0.61384887576,640.833333333,1.43146,1112.16724112,22.622118711471558,1.29512045532e-09,0.500767,33.2539680172,4345.424807548523,1200,0.500428,0.00811267551035,0.6321744918823242,-0.00341221643612,1.43266,14.588146448135376,14.896015167236328,70.89035415649414,0.0,1200,0.0,0.00341221773124,4.18482,1.58333333333,4.18982,800.0,14.34809160232544
0.0,0.07911181449890137,0.0296938324304,2900.0,0.6426455974578857,0.590919243567,663.833333333,1.41306,1151.49553721,24.82551407814026,-1.62981450558e-09,0.496807,64.380811496,4428.764219045639,1200,0.496473,0.00900567602366,0.6860854625701904,-0.00256515108049,1.41425,20.78773021697998,15.871180295944214,81.56214642524719,0.0,1200,0.0,0.00256514945067,4.10849,4.66666666667,4.11342,1300.0,15.675275087356567
0.0,0.07996654510498047,0.0272935545365,3000.0,0.5947296619415283,0.575165751088,668.833333333,1.37905,1160.17037781,22.630674123764038,6.98491930962e-10,0.48658,75.5155888984,4501.141485452652,1200,0.486877,0.00838396325707,0.6255254745483398,-0.00286296848208,1.37763,14.51563024520874,14.59669828414917,70.61248731613159,0.0,1200,0.0,0.00286296918057,3.97114,6.25,3.96548,1400.0,14.524636507034302
0.0,0.09691619873046875,0.0557900915529,2900.0,0.6525094509124756,0.576285593369,671.25,1.37814,1163.95093145,27.05817174911499,-1.39698386192e-09,0.485257,122.441709488,4583.676831483841,1200,0.486055,0.00900402292609,0.6721704006195068,-0.00159652205184,1.37484,17.87453007698059,15.427200555801392,80.62422156333923,0.0,1200,0.0,0.00159652065486,3.96751,11.1666666667,3.95445,2100.0,15.799845218658447
0.0,0.07602763175964355,0.0347394591219,2900.0,0.6070907115936279,0.585324186728,668.0,1.37849,1158.37213364,22.762752056121826,-3.0267983675e-09,0.485493,96.4294503193,4658.177531719208,1200,0.485867,0.00826371926814,0.6655051708221436,-0.00153582997154,1.3765,15.594631910324097,15.68765640258789,72.93424415588379,0.0,1200,0.0,0.00153582694475,3.96889,7.16666666667,3.96101,2100.0,14.477261543273926
0.0,0.11144208908081055,0.0410939914028,3000.0,0.618964433670044,0.565602124555,669.083333333,1.37775,1160.38894042,26.543055057525635,-1.45519152284e-09,0.484898,86.8954911885,4737.338559627533,1200,0.485366,0.00682536046952,0.6486554145812988,-0.00224698940292,1.37513,16.586869716644287,15.128243923187256,77.61684846878052,0.0,1200,0.0,0.00224698794773,3.96596,7.58333333333,3.9556,1400.0,14.857795715332031
0.0,0.07463836669921875,0.0257518529585,2900.0,0.6072874069213867,0.590128043826,657.5,1.3804,1140.52345438,23.24489665031433,-3.49245965481e-10,0.485311,62.566409163,4812.402767896652,1200,0.485724,0.00704265618697,0.6515326499938965,-0.00162502971943,1.37832,15.256235837936401,15.43230152130127,73.11530780792236,0.0,1200,0.0,0.00162502937019,3.97648,4.33333333333,3.96821,1200.0,14.688645601272583
0.0,0.09344649314880371,0.0520841772593,2900.0,0.6112837791442871,0.576567594028,667.333333333,1.37893,1157.20909471,23.00831365585327,2.32830643654e-10,0.484777,114.469670898,4888.281820058823,1200,0.485326,0.00574129493907,0.6381070613861084,-0.00159914477263,1.37618,16.51555299758911,14.97216796875,73.70115613937378,0.0,1200,0.0,0.00159914500546,3.97063,9.83333333333,3.95976,1700.0,14.766629457473755
0.0,0.08282089233398438,0.0393282212163,3000.0,0.6070587635040283,0.571177069073,672.083333333,1.37991,1165.50947074,23.50031328201294,-2.32830643654e-10,0.483886,109.711458684,4967.38516330719,1200,0.4855,0.00817099958658,0.6686291694641113,-0.00178546411917,1.3735,18.85283350944519,15.504981994628906,77.27598071098328,0.0,1200,0.0,0.00178546388634,3.97455,10.25,3.94913,1500.0,14.988372087478638
0.0,0.07568836212158203,0.0299483139721,2900.0,0.6017673015594482,0.569214495156,670.5,1.36065,1162.56745324,22.559034824371338,3.95812094212e-09,0.480584,90.5536980041,5042.939990520477,1200,0.480651,0.00809213053435,0.6585407257080078,-0.00179951475002,1.3603,16.93379259109497,15.410817623138428,73.80242109298706,0.0,1200,0.0,0.00179951870814,3.89874,8.16666666667,3.89736,1400.0,14.50924277305603
0.0,0.0870523452758789,0.0406993649272,3000.0,0.6217434406280518,0.593233750347,662.25,1.34303,1148.81820617,26.64763641357422,-4.65661287308e-10,0.476899,101.845164343,5120.354628801346,1200,0.476814,0.000232991558732,0.6302576065063477,-0.000312258547638,1.34331,14.648015975952148,14.80551552772522,75.35639214515686,0.0,1200,0.0,0.000312258081976,3.83065,7.25,3.8317,2000.0,14.923998594284058
0.0,0.07673525810241699,0.0333872758788,2900.0,0.604327917098999,0.572654028144,670.083333333,1.34474,1162.02265887,23.042323350906372,0.0,0.476551,97.3849392303,5197.371045589447,1200,0.477226,0.0090229716152,0.6704509258270264,-0.00193588540424,1.34203,17.182209968566895,15.838153600692749,75.09733963012695,0.0,1200,0.0,0.00193588540424,3.83721,6.41666666667,3.8268,1800.0,14.65213656425476
