MeanKL,Entropy,ExplainedVariance,LossAfter,ItrTime,StdReturn,AverageReturn,Time,MaxReturn,NumTrajs,Perplexity,MaxKL,MinReturn,TotalExecTime,LossBefore,AveragePolicyStd
0.573994,2.72206,0.100613586095,-0.0640052,4.898366689682007,407.430975749,400.0,4.898360967636108,1600.0,20,15.2117,3.22894,0.0,4.849611043930054,0.0126366,0.947542
0.0485183,2.7347,0.980891607057,-0.0496043,4.77191424369812,753.259583411,21460.0,9.675266742706299,22300.0,20,15.4051,0.176795,19200.0,4.720818758010864,-0.0334148,0.953381
0.13516,2.71799,0.935158187964,-0.0559628,4.903458118438721,1314.63873365,20035.0,14.583647012710571,22400.0,20,15.1499,0.436828,17600.0,4.864020586013794,-0.0196637,0.945724
0.0814631,2.70816,0.990253424747,-0.0207104,4.7394702434539795,463.977370138,21835.0,19.326947689056396,22300.0,20,15.0016,0.32712,20700.0,4.708391189575195,0.00590705,0.9414
0.0414398,2.71111,0.975480299612,-0.0230356,4.7370336055755615,800.921344453,21395.0,24.069361448287964,22800.0,20,15.046,0.331699,19600.0,4.693325042724609,-0.00933945,0.943115
0.00920749,2.70644,0.99063992899,-0.0221539,4.673675537109375,423.64489847,22305.0,28.748737335205078,22800.0,20,14.9759,0.0583473,21000.0,4.630069017410278,-0.0141545,0.941514
0.0174612,2.69937,0.989756775211,-0.0243132,4.791215181350708,473.392015142,22270.0,33.543707847595215,23000.0,20,14.8703,0.255438,21000.0,4.7423601150512695,-0.0152995,0.938459
