Entropy,MaxReturn,Perplexity,AveragePolicyStd,NumTrajs,LossBefore,Time,MeanKL,LossAfter,TotalExecTime,ItrTime,ExplainedVariance,StdReturn,AverageReturn,MaxKL,MinReturn
2.74043,3100.0,15.4937,0.95435,20,0.0025771,5.0388500690460205,0.200539,-0.0366377,4.970327615737915,5.038856506347656,0.208192963317,870.689382042,1030.0,0.716526,0.0
2.74301,16900.0,15.5337,0.955784,20,-0.00602288,9.887808799743652,0.142235,-0.0490371,4.775735139846802,4.838908433914185,0.553755938385,2920.18406954,12595.0,0.441662,8300.0
2.74,21500.0,15.487,0.954322,20,-0.0226913,19.334475994110107,0.0163504,-0.0314888,9.383472442626953,9.437990665435791,0.941912845094,1129.72341748,19685.0,0.0863932,16900.0
2.72865,21300.0,15.3122,0.948999,20,-0.0150252,24.16938018798828,0.0761194,-0.0295078,4.74627685546875,4.830487012863159,0.973719361031,928.22411087,20420.0,0.490331,18100.0
2.72114,21300.0,15.1976,0.94593,20,-0.0149539,28.921400547027588,0.123932,-0.0442189,4.722888708114624,4.749264240264893,0.918704810704,1412.75440187,19075.0,0.455574,16400.0
2.71366,20800.0,15.0844,0.942616,20,-0.037351,33.60592818260193,0.274979,-0.0916945,4.633342266082764,4.676791191101074,0.868446490245,1892.95404065,17685.0,1.34254,13800.0
2.69499,20100.0,14.8053,0.93418,20,-0.0167907,38.400452613830566,0.165326,-0.0617233,4.74720311164856,4.782896041870117,0.776444425357,2311.6228066,16220.0,0.455578,11900.0
