AverageReturn,MinReturn,TotalExecTime,Entropy,AveragePolicyStd,Time,MaxKL,MeanKL,ExplainedVariance,LossAfter,Perplexity,MaxReturn,NumTrajs,LossBefore,ItrTime,StdReturn
290.0,0.0,8.011749029159546,2.46033,0.828509,8.064327478408813,0.148507,0.0249656,0.626397782453,0.0165414,11.7087,700.0,20,0.0251306,8.06433391571045,170.0
435.0,200.0,7.790231943130493,2.48546,0.839296,15.91054916381836,0.00711207,0.000671343,0.453710209039,0.0197801,12.0067,1900.0,20,0.0215578,7.842426300048828,362.31892029
485.0,300.0,7.691809892654419,2.49624,0.843799,23.649840116500854,0.0347824,0.0037792,0.423335260925,-0.00158448,12.1368,1800.0,20,0.00170154,7.733588218688965,401.590587539
525.0,200.0,7.64457631111145,2.49709,0.844178,31.33748769760132,0.037393,0.00403377,0.365832287742,0.00468916,12.1471,1900.0,20,0.00784264,7.683675765991211,464.623503495
760.0,300.0,7.803911209106445,2.50101,0.845961,39.18071269989014,0.00451591,0.00118871,0.379783859471,-0.0208602,12.1948,2000.0,20,-0.0180076,7.838684320449829,601.165534608
785.0,300.0,7.86769437789917,2.49201,0.842063,47.09859371185303,0.0142161,0.00460185,0.267837449978,-0.0049362,12.0855,2800.0,20,-0.00155611,7.9134180545806885,728.886136512
1745.0,300.0,7.818813800811768,2.49123,0.841765,54.9509813785553,0.00964909,0.00450028,0.397258628086,0.0146656,12.0761,4300.0,20,0.0177383,7.847901105880737,1109.71843276
