MaxKL,MaxReturn,MinReturn,TotalExecTime,AverageReturn,LossAfter,StdReturn,Perplexity,NumTrajs,AveragePolicyStd,LossBefore,MeanKL,ItrTime,Entropy,ExplainedVariance,Time
0.550964,100.0,0.0,11.954475402832031,5.0,-0.0183984,21.7944947177,14.777,20,0.930467,-0.00613315,0.0646058,12.064981460571289,2.69307,0.0155263704726,12.064975261688232
0.34211,3700.0,0.0,12.25149393081665,790.0,-0.0149975,975.141015443,14.6867,20,0.927542,0.00703695,0.059755,12.342586278915405,2.68694,0.0462900490257,24.411460638046265
0.999385,8400.0,200.0,11.617075443267822,4520.0,-0.0425504,2048.07226435,14.7384,20,0.929233,-2.12118e-05,0.113442,11.653433322906494,2.69046,0.171029698562,36.074113845825195
0.791094,20000.0,9200.0,11.750655889511108,15935.0,-0.0456297,2845.92252178,14.7383,20,0.929323,-0.0172807,0.0986666,11.791876077651978,2.69045,0.716300439639,47.87569999694824
0.246526,21600.0,10600.0,12.065717458724976,17910.0,0.000861231,3118.15650666,14.6115,20,0.925364,0.0170692,0.0412987,12.18324327468872,2.68181,0.746972563968,60.06571412086487
0.356492,19900.0,13100.0,12.167349100112915,17565.0,-0.0328872,1948.65979586,14.7367,20,0.929096,-0.0113093,0.0531328,12.247969627380371,2.69034,0.815450721622,72.31824278831482
0.349448,22600.0,18300.0,11.217167854309082,20370.0,-0.0418957,1090.91704543,14.6536,20,0.926467,-0.0149369,0.0991714,11.286751747131348,2.68469,0.952987838224,83.61975526809692
