MinReturn,MeanKL,Entropy,Time,ItrTime,Perplexity,StdReturn,NumTrajs,LossAfter,LossBefore,AveragePolicyStd,MaxKL,ExplainedVariance,TotalExecTime,MaxReturn,AverageReturn
700.0,0.298676,2.74043,5.7690110206604,5.769014835357666,15.4937,2255.90336672,20,-0.0356094,0.0136937,0.95435,1.42979,0.26754136152,5.697771072387695,10300.0,4830.0
15800.0,0.0306678,2.75413,11.651608943939209,5.878550052642822,15.7073,1466.04058607,20,-0.0153455,-0.00346998,0.961141,0.0776262,0.914820173482,5.791729688644409,21000.0,19065.0
17600.0,0.0526663,2.75239,17.46589469909668,5.810507774353027,15.6801,1114.66362639,20,-0.0298417,-0.0193975,0.960611,0.203411,0.955024530325,5.774583578109741,21000.0,19555.0
18100.0,0.0312804,2.74269,23.259804725646973,5.788141965866089,15.5287,930.309088422,20,-0.0215474,-0.011244,0.956517,0.171524,0.96129970827,5.734148263931274,21000.0,19755.0
15000.0,0.0566013,2.73707,28.77359414100647,5.501219272613525,15.4417,1634.0976103,20,-0.0409278,-0.0219334,0.953533,0.286696,0.922177548097,5.460835933685303,21400.0,19285.0
16600.0,0.0986901,2.7261,34.449310541152954,5.669854402542114,15.2733,1417.25085994,20,-0.0468247,-0.0188355,0.948427,0.254609,0.931135413513,5.603464603424072,21300.0,19080.0
15100.0,0.0948299,2.71669,44.569559812545776,10.106848001480103,15.1301,1471.69120402,20,-0.0516759,-0.0216002,0.944631,0.356532,0.907834096233,10.068779468536377,20700.0,18675.0
