MaxKL,TotalExecTime,NumTrajs,AverageReturn,LossBefore,MaxReturn,ExplainedVariance,StdReturn,Entropy,Time,Perplexity,AveragePolicyStd,MeanKL,LossAfter,ItrTime,MinReturn
21.7953,4.965681314468384,40,665.0,0.0289461,2100.0,0.203142083172,475.157868503,2.40341,5.041723012924194,11.0609,0.805297,1.07176,-0.122078,5.041726589202881,0.0
5.39246,4.629422903060913,40,5110.0,-0.0333539,7200.0,0.815574610731,947.575854483,2.43236,9.730356693267822,11.3857,0.816594,0.0518514,-0.0685063,4.684277057647705,3000.0
1.28323,4.557567596435547,40,5377.5,-0.0481331,7000.0,0.869149952351,754.482438497,2.41568,14.358919620513916,11.1974,0.809799,0.0657804,-0.0745622,4.617017030715942,3000.0
1.85031,4.7035791873931885,40,5352.5,-0.0319462,7500.0,0.775307753081,1790.94772397,2.39161,19.104848623275757,10.9311,0.800092,0.139782,-0.0798451,4.740039348602295,1200.0
1.10135,4.647613763809204,40,5865.0,-0.0667849,7700.0,0.859522300223,899.597132054,2.37564,23.79543447494507,10.7579,0.793753,0.17297,-0.117062,4.68468713760376,3600.0
1.15017,4.708022356033325,40,5635.0,-0.0550357,7400.0,0.860604314098,1032.60592677,2.34225,28.54390859603882,10.4046,0.78058,0.0624417,-0.0818644,4.742365121841431,3300.0
0.681182,4.6992645263671875,40,6362.5,-0.0400658,7500.0,0.901109818808,856.06293577,2.31473,33.29495668411255,10.1222,0.769859,0.0376849,-0.0587992,4.745939493179321,3500.0
