AverageReturn,StdReturn,NumTrajs,AveragePolicyStd,MaxReturn,MaxKL,TotalExecTime,Time,LossBefore,ExplainedVariance,ItrTime,MeanKL,Perplexity,Entropy,LossAfter,MinReturn
55.0,165.755844543,20,0.999438,600.0,28.9522,16.695061683654785,17.017361164093018,0.00815041,0.192381259163,17.01736569404602,0.244114,17.0561,2.83651,0.0152221,0.0
50.0,153.297097168,20,1.00341,600.0,0.279532,18.147083520889282,35.24640250205994,-0.0026414,0.306174229701,18.223493576049805,0.00113008,17.1957,2.84466,-0.00328131,0.0
80.0,231.516738056,20,1.00275,1000.0,0.0130053,15.718160152435303,51.19943356513977,0.0172543,0.170067734689,15.929465293884277,0.000235455,17.173,2.84334,0.0161181,0.0
10.0,43.5889894354,20,1.00708,200.0,38.043,16.867048501968384,68.33260083198547,0.0104524,0.15014177788,17.101417779922485,0.253421,17.3218,2.85197,0.0256262,0.0
45.0,196.150452459,20,1.00971,900.0,0.361639,16.704998016357422,85.28966069221497,-0.00947779,0.117872165699,16.944751977920532,0.00196945,17.4126,2.85719,-0.010602,0.0
15.0,47.6969600708,20,1.00732,200.0,0.370058,16.189095497131348,101.74365043640137,-0.0179381,0.0668966031223,16.4402174949646,0.00362294,17.3303,2.85245,-0.0199261,0.0
20.0,60.0,20,1.00281,200.0,4.83686,15.199108362197876,117.22303128242493,0.0263429,0.0971293848597,15.457370281219482,0.0408306,17.1755,2.84349,0.0321562,0.0
