AverageReturn,AveragePolicyStd,MeanKL,LossBefore,MaxReturn,MaxKL,StdReturn,TotalExecTime,Perplexity,LossAfter,ItrTime,Time,Entropy,ExplainedVariance,NumTrajs,MinReturn
215.0,0.827472,0.0449322,-0.0065817,400.0,0.233097,135.185058346,10.749661684036255,11.639,-0.0171364,10.846553325653076,10.846547365188599,2.45436,0.643880850695,20,0.0
405.0,0.824629,0.00385189,-0.0103083,2300.0,0.0225776,442.12554778,10.572643041610718,11.5626,-0.0129558,10.66282057762146,21.51245141029358,2.44778,0.327484413078,20,0.0
490.0,0.822664,0.00930735,0.024018,1600.0,0.0312736,401.123422403,10.638773202896118,11.5032,0.0184386,10.692058801651001,32.20705604553223,2.44263,0.432364118441,20,300.0
1090.0,0.827718,0.0340452,0.004305,3200.0,0.144491,936.429388689,10.434583187103271,11.6422,-0.0112053,10.468003034591675,42.68101358413696,2.45463,0.221149610327,20,300.0
4550.0,0.828963,0.0353536,-0.00240985,7400.0,0.108208,1665.98319319,10.60979151725769,11.6673,-0.0174596,10.674116134643555,53.35870623588562,2.45679,0.264913298748,20,400.0
16100.0,0.828506,0.0746385,0.0134792,24500.0,0.138547,4189.15265895,10.681322813034058,11.6532,-0.0124951,10.743790626525879,64.10915946960449,2.45558,0.383220138284,20,8300.0
24450.0,0.831521,0.047453,-0.0089383,34300.0,0.24001,7295.99205043,10.758755922317505,11.732,-0.0242964,10.805116176605225,74.91800689697266,2.46232,0.515606876021,20,12200.0
