AverageReturn,StdReturn,NumTrajs,LossAfter,MaxKL,AveragePolicyStd,Time,ExplainedVariance,TotalExecTime,Entropy,LossBefore,ItrTime,MaxReturn,Perplexity,MeanKL,MinReturn
15.0,47.6969600708,20,0.00448826,1.17841,0.949513,5.424174070358276,0.423601597991,5.350327968597412,2.73374,0.000647051,5.424180746078491,200.0,15.3903,0.0930846,0.0
0.0,0.0,20,-0.0,0.0,0.949711,10.838704586029053,1,5.341453313827515,2.73439,-0.0,5.406045436859131,0.0,15.4003,0.0,0.0
0.0,0.0,20,-0.0,0.0,0.949711,16.115238189697266,1,5.228877782821655,2.73439,-0.0,5.269420385360718,0.0,15.4003,0.0,0.0
0.0,0.0,20,-0.0,0.0,0.949711,21.780847311019897,1,5.6251726150512695,2.73439,-0.0,5.658617973327637,0.0,15.4003,0.0,0.0
30.0,130.766968306,20,-0.0243183,1.44762,0.949711,27.151110887527466,0.466080404947,5.327355861663818,2.73439,0.00243004,5.359362840652466,600.0,15.4003,0.112357,0.0
0.0,0.0,20,-0.0,0.0,0.950212,32.11842489242554,1,4.9271650314331055,2.7356,-0.0,4.962151050567627,0.0,15.419,0.0,0.0
0.0,0.0,20,-0.0,0.0,0.950212,36.91972589492798,1,4.766430854797363,2.7356,-0.0,4.791736125946045,0.0,15.419,0.0,0.0
