StdReturn,MaxKL,MeanKL,AveragePolicyStd,NumTrajs,LossAfter,MaxReturn,MinReturn,ExplainedVariance,LossBefore,ItrTime,Time,Entropy,Perplexity,AverageReturn,TotalExecTime
3080.16233338,6.61928,0.827172,0.930467,20,-0.139588,17000.0,3400.0,0.360572126589,-0.0153969,7.764848232269287,7.764842510223389,2.69307,14.777,8060.0,7.6827921867370605
2060.0,2.09355,0.20944,0.923155,20,-0.0663439,20300.0,12900.0,0.84264587634,-0.0141982,7.132533311843872,14.902015686035156,2.67768,14.5513,17320.0,7.0796592235565186
723.100961139,0.145936,0.00888951,0.919903,20,0.00387663,22600.0,18800.0,0.979767189241,0.0104107,7.345824480056763,22.256404161453247,2.67058,14.4483,20575.0,7.286272287368774
625.299928035,0.902104,0.079665,0.922306,20,-0.0312121,21500.0,19000.0,0.978779078741,-0.00373525,7.277858257293701,29.540419816970825,2.67578,14.5237,20600.0,7.220362424850464
776.836533641,0.211268,0.0313893,0.921581,20,-0.0443283,21500.0,18200.0,0.975295486343,-0.0336686,7.2834765911102295,36.84886574745178,2.67392,14.4966,20355.0,7.235481023788452
585.896748583,0.34828,0.0281776,0.913834,20,-0.0112661,22100.0,19900.0,0.984857593134,-0.00130142,7.513476848602295,44.37010860443115,2.65708,14.2546,21085.0,7.469889163970947
457.602447546,0.547325,0.0384,0.913636,20,-0.0234059,21600.0,19400.0,0.98711259489,-0.0115314,7.211416006088257,51.587393283843994,2.65643,14.2453,20960.0,7.17459511756897
