MaxReturn,MinReturn,MeanKL,LossAfter,Perplexity,AveragePolicyStd,LossBefore,ExplainedVariance,AverageReturn,StdReturn,NumTrajs,Time,Entropy,TotalExecTime,MaxKL,ItrTime
800.0,0.0,0.139326,-0.039485,11.4353,0.82843,0.00159822,0.592549354092,352.5,207.349342897,40,4.557332992553711,2.4367,4.509713172912598,0.824682,4.5573344230651855
1200.0,0.0,0.00730806,-0.0172386,11.4536,0.8292,-0.00938181,0.540304704937,375.0,199.687255477,40,7.645960092544556,2.4383,3.02565860748291,0.0493174,3.085684299468994
1100.0,100.0,0.00863713,-0.0251512,11.4,0.827148,-0.0152373,0.596359596535,432.5,206.624659709,40,12.559867858886719,2.43361,4.864263296127319,0.0731703,4.909337043762207
1200.0,200.0,0.0397836,0.0153422,11.3134,0.823603,0.0274637,0.599801903254,502.5,228.568917397,40,16.27376699447632,2.42599,3.633094549179077,0.206372,3.7090747356414795
900.0,0.0,0.175733,-0.0164638,11.4699,0.829714,0.0311,0.498042602314,407.5,240.195233092,40,20.347001314163208,2.43972,4.010685205459595,0.835143,4.063915967941284
1400.0,0.0,0.284704,-0.050982,11.6496,0.836659,0.0200707,0.425124720155,670.0,303.47981811,40,23.735603094100952,2.45527,3.30410099029541,1.27889,3.372054100036621
1600.0,200.0,0.247471,-0.0566611,11.7671,0.840423,0.0108609,0.537622078778,885.0,342.454376523,40,27.00999903678894,2.46531,3.2152698040008545,1.48377,3.263503074645996
