Perplexity,LossAfter,AveragePolicyStd,LossBefore,ItrTime,MinReturn,MaxKL,Entropy,MeanKL,AverageReturn,TotalExecTime,StdReturn,Time,MaxReturn,NumTrajs,ExplainedVariance
15.2117,-0.0164109,0.947542,0.00319523,5.964037179946899,0.0,0.67123,2.72206,0.0582073,200.0,5.8974668979644775,151.657508881,5.964035749435425,400.0,20,0.572463592392
15.2603,-0.021621,0.949252,-0.00869499,5.755898714065552,200.0,0.788105,2.72526,0.0529848,315.0,5.692172288894653,47.6969600708,11.72667908668518,400.0,20,0.924844438701
15.1941,-9.52855e-05,0.94727,0.00732527,5.753408193588257,300.0,0.0870513,2.72091,0.0146076,360.0,5.70974063873291,48.9897948557,17.482839584350586,400.0,20,0.932316485335
15.2499,-0.0325662,0.948599,-0.0173739,5.5118865966796875,300.0,0.460124,2.72457,0.0250456,380.0,5.4834442138671875,60.0,23.00028395652771,500.0,20,0.924241082927
15.118,0.00639019,0.944465,0.0195954,5.4760637283325195,400.0,0.146852,2.71588,0.0170343,470.0,5.40681529045105,64.0312423743,28.480606079101562,600.0,20,0.925218027721
15.2668,0.00512851,0.949172,0.00867729,5.488757133483887,400.0,0.0435081,2.72568,0.00377405,485.0,5.431838274002075,47.6969600708,33.97996807098389,600.0,20,0.937779960549
15.3332,-0.022691,0.951617,-0.00748009,5.865044593811035,400.0,0.15067,2.73002,0.0323097,440.0,5.831470727920532,48.9897948557,39.84864950180054,500.0,20,0.939633959174
