AverageReturn,AveragePolicyStd,LossAfter,Perplexity,MaxKL,MeanKL,ExplainedVariance,StdReturn,MinReturn,MaxReturn,ItrTime,NumTrajs,Entropy,TotalExecTime,LossBefore,Time
0.0,1.0,-0.0,17.0795,0.0,0.0,1,0.0,0.0,0.0,16.17096710205078,20,2.83788,15.959420680999756,-0.0,16.170960187911987
0.0,1.0,-0.0,17.0795,0.0,0.0,1,0.0,0.0,0.0,16.770040035247803,20,2.83788,16.38448405265808,-0.0,32.95021605491638
0.0,1.0,-0.0,17.0795,0.0,0.0,1,0.0,0.0,0.0,17.43598771095276,20,2.83788,17.341310024261475,-0.0,50.39992690086365
5.0,1.0,-0.0428838,17.0795,21.1676,0.257823,0.105456520685,21.7944947177,0.0,100.0,16.231205224990845,20,2.83788,16.088433265686035,-0.0243703,66.65469717979431
0.0,0.993931,-0.0,16.8726,0.0,0.0,1,0.0,0.0,0.0,17.347384691238403,20,2.82569,17.26856255531311,-0.0,84.0617287158966
5.0,0.993931,0.0368426,16.8726,24.3979,0.406207,0.0559056084519,21.7944947177,0.0,100.0,15.818354606628418,20,2.82569,15.667981624603271,0.0258529,99.91130757331848
0.0,1.00037,-0.0,17.0921,0.0,0.0,1,0.0,0.0,0.0,16.573991298675537,20,2.83862,16.368244647979736,-0.0,116.51318907737732
