StdReturn,AverageReturn,ItrTime,MaxKL,MinReturn,ExplainedVariance,Entropy,MaxReturn,Perplexity,Time,LossAfter,LossBefore,AveragePolicyStd,NumTrajs,TotalExecTime,MeanKL
1968.62261493,2545.0,7.568484783172607,4.19178,0.0,0.139752619318,2.69307,7500.0,14.777,7.568480968475342,-0.136127,0.0215961,0.930467,20,7.49926495552063,1.15925
996.732160613,20005.0,7.34918737411499,0.405184,17500.0,0.976376732863,2.71467,21500.0,15.0996,14.926095724105835,-0.0100887,0.000583313,0.940443,20,7.26275897026062,0.0201625
876.056505027,20245.0,7.237806797027588,0.462142,18400.0,0.972097770069,2.71496,21500.0,15.104,22.166231393814087,-0.0274222,-0.0135584,0.940628,20,7.183335542678833,0.0384131
946.519941681,20490.0,7.358241081237793,0.640063,18800.0,0.973753650998,2.70818,21800.0,15.002,29.53452205657959,-0.0383212,-0.0213212,0.937326,20,7.297290563583374,0.0615254
939.933508287,20805.0,7.324923515319824,0.201993,17600.0,0.980269288591,2.69752,22000.0,14.8429,36.8655309677124,-0.0233377,-0.0111956,0.932307,20,7.288543462753296,0.0244706
567.538544947,21170.0,7.503196954727173,0.161394,19500.0,0.985391664654,2.69192,21900.0,14.76,44.375495195388794,-0.00517178,0.00396927,0.929723,20,7.430593729019165,0.0127531
565.597029695,21090.0,7.3634254932403564,0.332623,19700.0,0.985993148908,2.69391,21700.0,14.7894,51.75011324882507,-0.00421304,0.00739794,0.930705,20,7.292525053024292,0.0338046
