AverageReturn,ExplainedVariance,TotalExecTime,Entropy,MaxReturn,MinReturn,Perplexity,ItrTime,LossBefore,NumTrajs,AveragePolicyStd,MeanKL,StdReturn,MaxKL,Time,LossAfter
85.0,0.218588382075,13.206733703613281,2.83788,1700.0,0.0,17.0795,13.417333364486694,0.00533108,20,1.0,18.0397,370.506410201,935.702,13.41732668876648,2.18593
0.0,1,14.58172607421875,2.84321,0.0,0.0,17.1708,14.773080825805664,-0.0,20,1.0027,0.0,0.0,0.0,28.198426246643066,-0.0
120.0,0.186423571046,13.084288120269775,2.84321,1800.0,0.0,17.1708,13.129248142242432,-0.014196,20,1.0027,3.47798,395.727178748,218.875,41.33310317993164,0.305722
0.0,1,13.692320823669434,2.83611,0.0,0.0,17.0493,13.731767654418945,-0.0,20,0.999169,0.0,0.0,0.0,55.08249473571777,-0.0
220.0,0.388059572068,13.468422412872314,2.83611,2600.0,0.0,17.0493,13.645439147949219,0.00800978,20,0.999169,32.9386,672.011904656,1144.97,68.74270367622375,1.25515
45.0,0.17373150922,13.17463994026184,2.84011,800.0,0.0,17.1177,13.218835830688477,0.00521449,20,1.00116,0.0177093,174.570902501,2.28237,81.96609282493591,0.000597417
0.0,1,13.204617500305176,2.84272,0.0,0.0,17.1624,13.383782625198364,-0.0,20,1.00254,0.0,0.0,0.0,95.362637758255,-0.0
