Entropy,MaxKL,MeanKL,Time,AverageReturn,MinReturn,MaxReturn,StdReturn,ExplainedVariance,TotalExecTime,NumTrajs,LossBefore,LossAfter,AveragePolicyStd,ItrTime,Perplexity
2.74043,0.289718,0.0442801,6.478807210922241,505.0,0.0,2100.0,741.265809275,0.0306191035516,6.405004978179932,20,0.0168281,0.00151943,0.95435,6.47880744934082,15.4937
2.75726,0.232103,0.0713911,12.161985635757446,2250.0,0.0,5300.0,1409.78721799,0.122689995944,5.610794544219971,20,0.00550634,-0.0157129,0.961798,5.680073499679565,15.7566
2.76001,0.486727,0.113462,17.88773465156555,9325.0,2800.0,14200.0,2671.30586044,0.469753350413,5.679427862167358,20,-0.0163175,-0.0564514,0.963068,5.72142219543457,15.8001
2.75186,0.0616165,0.0199123,23.296660661697388,17690.0,13500.0,20500.0,2132.34612575,0.837497457093,5.3614373207092285,20,-0.0038762,-0.0131837,0.959226,5.401199579238892,15.6717
2.74992,0.0870518,0.0134861,28.661534786224365,18675.0,14600.0,20900.0,1881.45555355,0.890902456393,5.331425905227661,20,-0.0328982,-0.0415828,0.958168,5.359345436096191,15.6413
2.73347,0.218076,0.0458877,34.21509337425232,17790.0,12900.0,20400.0,2069.27523544,0.871455970143,5.519442081451416,20,-0.010329,-0.0260703,0.950554,5.55065131187439,15.3862
2.7283,0.254586,0.020802,44.21184587478638,18680.0,16300.0,20800.0,1525.31963863,0.913537944593,9.940364122390747,20,-0.0204625,-0.0287554,0.948445,9.991280317306519,15.3069
