MaxKL,ExplainedVariance,AveragePolicyStd,TotalExecTime,Perplexity,AverageReturn,MinReturn,MeanKL,LossAfter,ItrTime,Time,StdReturn,NumTrajs,MaxReturn,Entropy,LossBefore
0.774438,0.216910193785,0.949513,5.190099477767944,15.3903,1860.0,0.0,0.20938,-0.0441347,5.2780749797821045,5.278071880340576,1995.59514932,20,8300.0,2.73374,-0.00689238
0.388431,0.678867377272,0.946221,5.198391914367676,15.2846,17215.0,4700.0,0.0764732,-0.0182497,5.26056981086731,10.541332244873047,4226.96995494,20,22000.0,2.72685,0.00434889
1.39851,0.541515369613,0.947144,5.316143989562988,15.3179,10615.0,700.0,0.226805,-0.0491654,5.390098333358765,15.939435482025146,6384.22078252,20,22300.0,2.72902,0.00448807
0.431126,0.75615919969,0.948162,5.665988206863403,15.3523,14820.0,2000.0,0.139678,-0.029518,5.710023880004883,21.662782907485962,6309.40567724,20,23200.0,2.73126,0.00233913
0.647035,0.637040636421,0.948725,5.736344337463379,15.3703,14820.0,0.0,0.106767,-0.0599012,5.818437337875366,27.487195253372192,5191.20409924,20,22500.0,2.73243,-0.0256077
0.100272,0.842006151173,0.94261,5.798095464706421,15.1747,17190.0,0.0,0.0212943,-0.04667,5.83082914352417,33.32168364524841,6000.90826459,20,22600.0,2.71963,-0.0295497
0.225292,0.869743567921,0.935675,5.860315561294556,14.9522,19125.0,12900.0,0.0307289,-0.0335586,5.906591176986694,39.23599028587341,3297.70753706,20,22900.0,2.70486,-0.0172587
