ItrTime,Time,1StdReturn,dLoss,1Perplexity,1AverageReturn,1ExplainedVariance,ComputeUpdatedDistTime,LossBefore,1PolicyExecTime,MeanKL,0MaxReturn,0ProcessExecTime,1NumTrajs,MeanKLBefore,1ProcessExecTime,0NumTrajs,0AveragePolicyStd,1MaxReturn,0AverageReturn,1EnvExecTime,0ExplainedVariance,LossAfter,0PolicyExecTime,1AveragePolicyStd,1MinReturn,0EnvExecTime,0Entropy,0Perplexity,1Entropy,0StdReturn,0MinReturn
368.12828969955444,3341.60835814476,167.292076587,0.00208896770164,16.2947,15.1666666667,0.00959358715315,0.15201044082641602,9.22227627598e-10,157.06149983406067,0.00650082156062,5200.0,2.097292900085449,1200,6.51925891049e-09,2.337554931640625,1200,0.976107,2500.0,17.5833333333,59.974130630493164,0.00413848938131,-0.00208896677941,82.38140511512756,0.978518,0.0,54.828683853149414,2.78586,16.2138,2.79084,216.022745073,0.0
384.2206518650055,3729.0383908748627,264.145779931,0.00165809638565,15.7385,30.5833333333,0.0116897153685,0.22807717323303223,-5.23868948221e-10,157.35109400749207,0.00911664403975,3700.0,2.4014689922332764,1200,0.0,2.6198573112487793,1200,0.96162,4000.0,38.5,66.18662095069885,0.0137287616679,-0.00165809690952,85.97612261772156,0.961353,0.0,58.31065344810486,2.75675,15.7486,2.75611,306.976247724,0.0
373.38959312438965,4105.451922655106,258.399440466,0.00235781769152,16.009,24.25,0.0116697422487,0.16279935836791992,-2.91038304567e-11,158.05478191375732,0.00988318677992,2700.0,2.2893099784851074,1200,-2.32830910107e-09,2.5467369556427,1200,0.969704,5100.0,19.1666666667,63.68951463699341,0.0110503305353,-0.00235781772062,79.59468388557434,0.969989,0.0,56.70831847190857,2.77245,15.9978,2.77315,194.548979837,0.0
356.9277460575104,4465.246713876724,247.327029906,0.00231257942505,15.6008,24.5833333333,0.00929376477539,0.18133282661437988,2.32830643654e-10,148.25144243240356,0.00918822549284,4400.0,2.200704574584961,1200,-6.9849426243e-10,2.286716938018799,1200,0.958174,5000.0,24.5833333333,60.74471163749695,0.00403948550698,-0.00231257919222,77.44168138504028,0.957852,0.0,56.833555936813354,2.74799,15.6112,2.74732,247.057334214,0.0
364.7418751716614,4833.252407312393,293.821374308,0.000734443441615,15.8702,37.0,0.00969548831194,0.13274002075195312,-1.01863406599e-10,151.48449039459229,0.00712697952986,4800.0,2.202760696411133,1200,5.58793145089e-09,2.7121877670288086,1200,0.965907,4400.0,24.3333333333,64.21974301338196,0.00922392807287,-0.000734443543479,77.84110760688782,0.965629,0.0,55.81425762176514,2.76503,15.8796,2.76444,266.222755518,0.0
366.5803642272949,5203.686874389648,360.190680597,0.00191251095384,15.7121,37.9166666667,0.0100771881856,0.16000604629516602,0.0,133.24596881866455,0.00661796797067,4100.0,2.5808815956115723,1200,-9.31322485798e-09,2.328688383102417,1200,0.962559,6500.0,24.5,61.184831380844116,0.00618674734695,-0.00191251095384,93.56269431114197,0.960925,0.0,63.93371057510376,2.75814,15.7705,2.75443,235.513092347,0.0
353.6595857143402,5560.876084566116,219.883239218,0.00142668635817,15.8185,23.8333333333,0.00628425171976,0.2556498050689697,-1.22236087918e-09,141.10213947296143,0.00737323006615,4400.0,2.0609607696533203,1200,-3.25962856706e-09,2.5135488510131836,1200,0.962402,3200.0,28.8333333333,65.9929747581482,0.0181437333409,-0.00142668758053,77.34380841255188,0.963476,0.0,54.478623390197754,2.75897,15.7835,2.76118,271.050989463,0.0
368.20974802970886,5933.550154209137,307.829216269,0.00212901819032,15.2476,35.5833333333,0.0104561516463,0.17421817779541016,1.2805685401e-09,152.04596257209778,0.00682087847963,3300.0,2.1692349910736084,1200,3.49246076503e-09,2.4645943641662598,1200,0.946125,5000.0,24.9166666667,65.17592453956604,0.0108436589448,-0.00212901690975,80.76747417449951,0.945899,0.0,55.8629355430603,2.72489,15.2547,2.72442,222.082926829,0.0
386.1885631084442,6322.557964086533,277.284438298,0.00133481912781,15.145,25.9166666667,0.00582141039837,0.18652868270874023,3.49245965481e-10,164.2663300037384,0.009421964176,4600.0,2.2718687057495117,1200,-1.16415310725e-09,2.584076166152954,1200,0.941664,5100.0,41.6666666667,65.91267657279968,0.01171802976,-0.00133481877856,83.28524351119995,0.942925,0.0,57.304261684417725,2.71505,15.1053,2.71767,305.936631057,0.0
369.63399720191956,6696.323587179184,241.491660772,0.00157365913037,15.0793,18.6666666667,0.00782061720263,0.13720393180847168,-6.98491930962e-10,144.34070110321045,0.00660230591893,5400.0,2.2877821922302246,1200,-4.65661065263e-10,2.391374111175537,1200,0.941507,5400.0,35.1666666667,60.7693874835968,0.0186995859703,-0.00157365982886,92.25048756599426,0.940623,0.0,57.67199182510376,2.71503,15.105,2.71332,316.827985226,0.0
335.3876190185547,7034.954362630844,317.636060086,0.00185138918459,15.2466,32.0,0.0105378370512,0.13321256637573242,4.65661287308e-10,128.07520937919617,0.00634089950472,4000.0,2.1552584171295166,1200,-2.91036694744e-10,1.9248323440551758,1200,0.94572,5400.0,22.1666666667,51.50734257698059,0.00505534092414,-0.00185138871893,86.8078784942627,0.946326,0.0,55.78831386566162,2.72303,15.2264,2.72436,218.613751219,0.0
347.2432589530945,7385.67067861557,321.261013646,0.00395799800754,14.9764,36.1666666667,0.0126531411743,0.17335057258605957,-9.31322574615e-10,136.83948826789856,0.00777537329122,3200.0,2.353753089904785,1200,2.75904241676e-08,2.0254499912261963,1200,0.939432,5300.0,27.5,54.03351616859436,0.0111925609579,-0.00395799893886,86.04264950752258,0.938638,0.0,56.33715295791626,2.70834,15.0043,2.70648,231.826982899,0.0
315.62354493141174,7704.835585594177,240.94396248,0.00139741133898,14.9437,24.5833333333,0.00798771327167,0.16439580917358398,0.0,128.37125706672668,0.00714942533523,4400.0,2.023214101791382,1200,-2.56113752428e-09,1.8303892612457275,1200,0.94164,4300.0,40.4166666667,49.026143312454224,0.0136862247726,-0.00139741133898,69.87999129295349,0.937965,0.0,52.76399326324463,2.71251,15.0671,2.70429,329.734478617,0.0
322.8071219921112,8030.261695861816,274.050367937,0.00163794960827,14.9943,24.25,0.00824996871644,0.1296370029449463,6.98491930962e-10,136.17704391479492,0.00937961693853,5100.0,1.9256997108459473,1200,6.24500451352e-17,1.8165109157562256,1200,0.940453,5300.0,31.5833333333,48.88006806373596,0.00614433294727,-0.00163794890977,76.25727581977844,0.939944,0.0,49.5997748374939,2.70908,15.0154,2.70767,270.050908266,0.0
314.5428559780121,8347.557164669037,379.454789797,0.000985410297289,15.4975,46.25,0.0103780835613,0.1274094581604004,6.98491930962e-10,129.9410297870636,0.00953433755785,5300.0,1.8814966678619385,1200,-4.19094714488e-09,1.8137555122375488,1200,0.956209,5500.0,52.25,48.70978403091431,0.0104036669844,-0.000985409598798,75.54794073104858,0.955996,0.0,49.23081398010254,2.74114,15.5047,2.74068,385.761071347,0.0
314.60534477233887,8665.200620174408,375.377356432,0.00232359909569,14.8098,47.0833333333,0.0172837114664,0.1316378116607666,-1.36788003147e-09,129.0253472328186,0.00930640008301,6200.0,1.8901448249816895,1200,5.58793677996e-09,1.8016035556793213,1200,0.9368,5400.0,40.4166666667,48.349918603897095,0.00663775439019,-0.00232360046357,76.7252049446106,0.93526,0.0,49.39544343948364,2.69883,14.8623,2.69529,321.000767998,0.0
317.7174963951111,8985.826995134354,265.838283653,0.0011992455693,15.0634,25.9166666667,0.00554000497081,0.1613609790802002,-2.32830643654e-10,128.04034805297852,0.0067098075524,4600.0,1.9219400882720947,1200,4.65661020854e-09,1.9142942428588867,1200,0.941357,5100.0,21.75,50.80469489097595,0.00483538859349,-0.00119924580213,77.27279448509216,0.942839,0.0,49.52238154411316,2.70883,15.0117,2.71227,247.289177887,0.0
323.69776487350464,9313.17966723442,412.350772671,0.00109671065002,14.3999,50.4166666667,0.00814519250462,0.15003728866577148,-6.11180439591e-10,127.99362254142761,0.00418902887031,4100.0,2.0039258003234863,1200,-5.87024011622e-08,2.105397939682007,1200,0.922874,5500.0,40.0,55.57416081428528,0.00817143476247,-0.0010967112612,76.40644335746765,0.921669,0.0,51.2715048789978,2.67016,14.4423,2.66722,313.820543198,0.0
350.7647695541382,9667.375143289566,340.562606416,0.000974360504188,14.6131,50.6666666667,0.0120190117851,0.14173173904418945,2.32830643654e-10,145.07018113136292,0.00648640329018,3400.0,2.088873863220215,1200,2.92784321232e-08,2.330832004547119,1200,0.92766,4700.0,33.4166666667,61.939858198165894,0.0119900731241,-0.000974360271357,76.92843794822693,0.928013,0.0,53.83105397224426,2.68115,14.6018,2.68192,275.696076122,0.0
326.000216960907,9996.814391374588,379.318980396,0.0019839903398,14.4617,49.3333333333,0.00581872701844,0.23069000244140625,-1.9499566406e-09,122.21800708770752,0.00981592852622,4200.0,2.0488998889923096,1200,5.82097425816e-11,1.9100604057312012,1200,0.922904,4900.0,45.5,52.63396191596985,0.0179707835116,-0.00198399228975,81.47068190574646,0.923625,0.0,52.991026639938354,2.66999,14.4398,2.6715,345.369005558,0.0
323.0788278579712,10322.608938217163,268.902075836,0.00144690065645,14.618,33.4166666667,0.00472853529924,0.12502765655517578,4.65661287308e-10,132.65612721443176,0.00684857880697,4300.0,1.8670051097869873,1200,-4.36557279215e-09,2.033900260925293,1200,0.927847,5000.0,37.5,55.43515205383301,0.00603390644695,-0.00144690019079,69.56090903282166,0.928164,0.0,51.75067496299744,2.68177,14.6109,2.68226,297.898892244,0.0
318.68023920059204,10644.780339241028,416.212252209,0.0011694917921,14.5729,59.1666666667,0.0138752097548,0.20574426651000977,-9.31322574615e-10,126.38513731956482,0.00791472196579,4900.0,1.9854626655578613,1200,-1.51339918375e-09,1.9713153839111328,1200,0.927847,5300.0,37.1666666667,53.65426206588745,0.00553685491144,-0.00116949272342,73.32600212097168,0.92692,0.0,51.84775757789612,2.68132,14.6044,2.67916,313.105901502,0.0
330.61101937294006,10978.281615495682,395.432252942,0.00119512615493,14.6372,50.0,0.0152910106032,0.16080355644226074,7.56699591875e-10,134.79221081733704,0.00719733349979,4800.0,1.8949408531188965,1200,4.7730281949e-09,2.0112593173980713,1200,0.926198,5100.0,34.3333333333,55.489933013916016,0.00618465268989,-0.00119512539823,75.84375524520874,0.929171,0.0,50.77084279060364,2.67737,14.5468,2.68357,293.407377019,0.0
328.1040642261505,11309.796659469604,369.250357331,0.00141729316238,14.5215,37.5833333333,0.00748588072669,0.17069268226623535,2.98314262182e-10,125.76572012901306,0.00919793173671,5200.0,1.918360710144043,1200,-2.32830726921e-10,2.0054056644439697,1200,0.925362,6100.0,25.8333333333,54.37377071380615,0.0049975655144,-0.00141729286406,86.15303134918213,0.925763,0.0,50.01971387863159,2.67513,14.5142,2.67563,259.099669797,0.0
323.4462339878082,11636.18156337738,390.590285124,0.0016794585099,14.972,45.25,0.0116505945922,0.14797377586364746,2.03726813197e-10,121.90644955635071,0.00643159309402,4000.0,1.8226714134216309,1200,5.82076831179e-09,1.843451976776123,1200,0.938301,5900.0,38.6666666667,50.93244671821594,0.00665852142051,-0.00167945830617,91.73921966552734,0.939469,0.0,47.45289182662964,2.70356,14.9327,2.70618,306.139764741,0.0
317.735413312912,11957.049196720123,498.076794336,0.00200211687479,14.8968,66.9166666667,0.010506144107,0.1400306224822998,-3.60887497663e-09,112.00774478912354,0.00956044718623,5400.0,1.7937743663787842,1200,1.86264692559e-09,1.8218588829040527,1200,0.940711,8100.0,36.8333333333,49.801241874694824,0.00712017440069,-0.00200212048367,97.54263591766357,0.939651,0.0,47.27638816833496,2.70344,14.931,2.70115,328.597989782,0.0
314.6818549633026,12274.436879873276,318.080658883,1.33877620101e-09,14.8042,36.1666666667,0.00430565400938,0.16799211502075195,0.0,106.68565034866333,2.23517417908e-08,5500.0,1.7121503353118896,1200,2.3283087458e-08,1.739849328994751,1200,0.935637,4700.0,51.9166666667,48.850472927093506,0.0223463140484,-1.33877620101e-09,101.17204356193542,0.936428,0.0,45.89725589752197,2.69319,14.7787,2.69491,392.104994088,0.0
300.91789197921753,12578.11554646492,311.343850197,0.00116645905655,14.7809,35.9166666667,0.0080478719417,0.126969575881958,6.98491930962e-10,109.28887939453125,0.00662495521829,5800.0,1.6520187854766846,1200,-1.8626464815e-09,1.6317527294158936,1200,0.935637,5100.0,52.0,45.327759742736816,0.0129028226143,-0.00116645835806,92.28556799888611,0.935717,0.0,43.549726724624634,2.69319,14.7787,2.69333,401.201528744,0.0
305.11255955696106,12885.808270215988,381.595735767,0.00226714659948,14.69,48.8333333333,0.00836975862386,0.11547374725341797,8.14907252789e-10,110.26420021057129,0.00942313950509,5800.0,1.667135238647461,1200,-4.28408526432e-08,1.6152958869934082,1200,0.933336,5500.0,44.0,45.30286622047424,0.00669358648805,-0.00226714578457,94.91990780830383,0.933073,0.0,44.02385354042053,2.68746,14.6943,2.68717,371.367742272,0.0
300.3036470413208,13188.68604516983,306.248083894,0.00152310112026,14.7755,32.3333333333,0.0326371049906,0.12687277793884277,6.98491930962e-10,111.0195791721344,0.00636252062395,5000.0,1.6390981674194336,1200,-9.31324128928e-10,1.6218059062957764,1200,0.935415,5400.0,38.5,45.14118528366089,0.00631096011567,-0.00152310042176,89.76387763023376,0.936017,0.0,43.80526089668274,2.69196,14.7606,2.69297,314.538418427,0.0
301.47730684280396,13492.75222992897,358.021724977,0.00124953594059,14.7034,42.6666666667,0.0128317651871,0.1557753086090088,1.2805685401e-09,114.7063341140747,0.00647297734395,4500.0,1.6614696979522705,1200,6.51926201911e-09,1.6155390739440918,1200,0.933856,5300.0,42.25,44.93896746635437,0.0141735559105,-0.00124953466002,87.38407373428345,0.934042,0.0,44.01025676727295,2.68739,14.6933,2.68808,326.353495717,0.0
301.77561354637146,13797.41400718689,319.520300172,0.00157855187717,14.5851,43.6666666667,0.00970825651817,0.14481019973754883,2.76486389339e-10,117.456458568573,0.00640872167423,5200.0,1.6737525463104248,1200,9.3132279666e-10,1.6383662223815918,1200,0.930976,4000.0,29.0833333333,45.02686095237732,0.00874961477871,-0.00157855160069,83.95393657684326,0.93017,0.0,44.31523251533508,2.68145,14.6062,2.68,263.810209031,0.0
276.7744610309601,14076.799473524094,377.54093781,0.00147783616558,14.5649,46.4166666667,0.0137057198657,0.13784313201904297,9.31322574615e-10,106.94973301887512,0.00734434695914,5300.0,1.5446829795837402,1200,6.51926468365e-09,1.5393438339233398,1200,0.931971,5400.0,49.75,43.06120562553406,0.0130741572693,-0.00147783523425,74.68048286437988,0.930348,0.0,42.156245470047,2.6824,14.6201,2.67861,398.413442084,0.0
276.8677649497986,14356.363523721695,460.812800929,0.00179415823368,14.6088,68.75,0.0100262197304,0.12044453620910645,-1.41153577715e-09,103.17170286178589,0.00815444532782,5200.0,1.597522497177124,1200,2.79397283087e-09,1.5179004669189453,1200,0.931227,5900.0,47.9166666667,42.8263623714447,0.0122699804618,-0.00179415964521,78.58452415466309,0.931321,0.0,42.499491453170776,2.68119,14.6024,2.68163,370.579266899,0.0
281.1149709224701,14639.768548727036,240.15619917,0.00125781388488,14.6206,25.0,0.00510339174415,0.11513352394104004,-1.04773789644e-09,104.55504870414734,0.00952926743776,4400.0,1.5882229804992676,1200,8.43075609325e-16,1.549912452697754,1200,0.931017,4100.0,32.0833333333,43.411702156066895,0.00671216854841,-0.00125781493261,78.16733813285828,0.931842,0.0,42.53438472747803,2.68056,14.5932,2.68243,285.649540035,0.0
278.5819308757782,14921.09632897377,354.752026069,0.00327511282376,14.5238,51.0,0.0150740346164,0.1329658031463623,1.50612322614e-09,109.74051833152771,0.00667537609115,3700.0,1.5915729999542236,1200,0.0,1.5397429466247559,1200,0.930758,4700.0,28.25,42.61346483230591,0.00762594601817,-0.00327511131763,73.6676812171936,0.929103,0.0,42.78220462799072,2.67924,14.574,2.67579,256.405156279,0.0
277.1346173286438,15201.143903017044,361.320023971,0.00118061393005,14.7039,43.0833333333,0.0062194515045,0.1283400058746338,-6.54836185277e-11,109.1466646194458,0.00648052338511,5100.0,1.5602483749389648,1200,-1.86264514923e-09,1.539813756942749,1200,0.932185,4900.0,59.75,43.53833222389221,0.0106133186383,-0.00118061399553,72.13165760040283,0.934461,0.0,42.4980525970459,2.68279,14.6259,2.68812,410.046669092,0.0
279.45126485824585,15483.324529647827,309.514393401,0.00130087556317,14.6267,38.4166666667,0.012554213823,0.12352418899536133,0.0,109.62927746772766,0.00740934163332,5300.0,1.544166088104248,1200,-2.60770498528e-08,1.5571928024291992,1200,0.930448,5000.0,40.9166666667,43.178546667099,0.0174359914968,-0.00130087556317,73.07252049446106,0.932122,0.0,42.398507833480835,2.67967,14.5803,2.68285,343.026956748,0.0
276.95378518104553,15763.2184612751,455.219239,0.00109385931864,14.6287,57.6666666667,0.0102542739468,0.13311457633972168,-6.98491930962e-10,109.79752135276794,0.00969526730478,5500.0,1.5498723983764648,1200,-9.31323240749e-10,1.5353460311889648,1200,0.931295,5900.0,55.0,43.459593772888184,0.0101532189961,-0.00109386001714,71.29497051239014,0.931773,0.0,42.34906220436096,2.68164,14.6091,2.68298,373.307290758,0.0
278.04214453697205,16044.018071889877,336.26374404,0.00077922991477,14.6858,44.8333333333,0.00859485812619,0.1197514533996582,-2.32830643654e-10,106.30947089195251,0.00645406683907,5500.0,1.5293948650360107,1200,-9.31323240749e-10,1.551785945892334,1200,0.9344,5300.0,45.0833333333,43.38915514945984,0.00898679634823,-0.0007792301476,76.24196672439575,0.93373,0.0,42.221782207489014,2.68843,14.7085,2.68688,390.460189677,0.0
279.9602291584015,16326.705498456955,404.952534942,0.000901722549315,14.6123,53.6666666667,0.0120994594819,0.1297304630279541,3.16504156217e-10,104.06049823760986,0.00634806370363,4500.0,1.5539357662200928,1200,4.6566234202e-10,1.5930776596069336,1200,0.92968,5600.0,47.5833333333,44.1224102973938,0.0150825801399,-0.000901722232811,79.58355736732483,0.930383,0.0,42.15239405632019,2.68021,14.5882,2.68186,327.379738309,0.0
281.8770799636841,16610.951078891754,445.459804584,0.000964104314335,14.5751,60.75,0.00999534992109,0.14551949501037598,8.14907252789e-10,101.13308119773865,0.0064935060218,2800.0,1.5216939449310303,1200,1.8626424847e-09,1.5455009937286377,1200,0.929214,5500.0,27.9166666667,43.768190145492554,0.0114051201032,-0.000964103499427,83.728675365448,0.929528,0.0,42.283957958221436,2.67891,14.5692,2.67932,216.938531361,0.0
256.1055178642273,16869.25069308281,357.518210492,0.000261679291725,14.6392,46.25,0.0364292295559,0.12149429321289062,-1.7462298274e-09,91.58438158035278,0.00658436864614,5400.0,1.497098445892334,1200,-9.3132423995e-10,1.5010709762573242,1200,0.932882,5300.0,37.25,41.910770893096924,0.00944671615497,-0.000261681037955,72.35924649238586,0.931604,0.0,40.490158796310425,2.68639,14.6786,2.68371,321.824130284,0.0
257.6437780857086,17129.80413198471,353.749754613,0.00104411784559,14.5084,43.3333333333,0.0090992625116,0.12895822525024414,9.31322574615e-10,89.2705147266388,0.00917082000524,5100.0,1.5161566734313965,1200,-4.6566079881e-09,1.4658153057098389,1200,0.929569,5700.0,60.0,41.564626932144165,0.0123045710994,-0.00104411691427,76.56875801086426,0.927749,0.0,40.63764214515686,2.67878,14.5672,2.67473,395.221456907,0.0
256.9973883628845,17389.534102916718,336.194346902,0.0013819810265,14.5666,38.1666666667,0.00882328451633,0.13930058479309082,-7.42147676647e-10,92.18220806121826,0.00907538831234,4700.0,1.5070126056671143,1200,-1.86264692559e-09,1.4834647178649902,1200,0.930213,5200.0,53.9166666667,41.38125157356262,0.00865292575234,-0.00138198176865,73.28698444366455,0.930166,0.0,40.57716941833496,2.67858,14.5644,2.67873,365.811417339,0.0
255.92226123809814,17648.042283296585,330.607353551,0.00111036647286,14.5738,44.3333333333,0.0118977164801,0.11905288696289062,1.55705492944e-09,94.24898767471313,0.00652394583449,5600.0,1.5059988498687744,1200,9.31323573816e-10,1.4637184143066406,1200,0.928095,4400.0,60.6666666667,41.047635078430176,0.0106787067371,-0.0011103649158,70.55144190788269,0.929268,0.0,40.539448738098145,2.67656,14.5349,2.67923,425.738051963,0.0
255.31418013572693,17906.06296658516,381.487403316,0.000802402500995,14.5104,54.1666666667,0.0155709024338,0.1305251121520996,-1.39698386192e-09,94.24388241767883,0.00645639002323,6200.0,1.5075232982635498,1200,-1.44354910248e-08,1.42799973487854,1200,0.924051,5300.0,58.0833333333,41.10432195663452,0.00973920227031,-0.000802403897978,69.41547775268555,0.927054,0.0,40.784747838974,2.66856,14.4192,2.67486,432.917998073,0.0
258.44062328338623,18167.238137483597,423.58781721,0.000771595572587,14.3674,61.8333333333,0.00980193349673,0.11891984939575195,5.23868948221e-10,95.71813726425171,0.00704591860995,3700.0,1.485884189605713,1200,-1.16415410645e-09,1.4588005542755127,1200,0.922077,5900.0,38.8333333333,41.38690805435181,0.0155677945902,-0.000771595048718,69.21025371551514,0.922164,0.0,40.66365575790405,2.66485,14.3659,2.66496,298.84551007,0.0
254.9104709625244,18424.414971590042,293.495977637,0.0014286876758,14.3099,40.3333333333,0.00827587859653,0.12084817886352539,1.01135810837e-09,97.04149460792542,0.00992159266025,5900.0,1.501061201095581,1200,9.31322075015e-10,1.4828732013702393,1200,0.920508,4800.0,61.4166666667,41.59397530555725,0.0109793441842,-0.00142868666444,66.26494216918945,0.920923,0.0,40.62336039543152,2.66078,14.3074,2.66095,405.73348361,0.0
255.11038422584534,18682.189067602158,341.372953023,0.000921091879718,14.3465,44.4166666667,0.00619883091197,0.12628793716430664,-5.82076609135e-10,96.97108578681946,0.00697721308097,5200.0,1.5098605155944824,1200,-4.19094670079e-09,1.4708497524261475,1200,0.92367,4800.0,47.0,41.36933374404907,0.0106985538451,-0.000921092461795,66.18828630447388,0.921532,0.0,40.83627128601074,2.66779,14.408,2.66351,349.41522577,0.0
255.94798612594604,18940.637413740158,423.132949622,0.00155982899014,14.4249,67.0833333333,0.0116762284257,0.11518144607543945,8.14907252789e-10,94.48430800437927,0.00945596210659,5000.0,1.5090255737304688,1200,-3.81639164715e-16,1.4760088920593262,1200,0.927769,5200.0,52.0,41.47869062423706,0.0103648445332,-0.00155982817523,69.57079410552979,0.924977,0.0,40.76019597053528,2.67549,14.5195,2.66896,364.914601882,0.0
256.8086700439453,19199.873009204865,400.259603258,0.00122609193204,14.3591,56.5,0.00844841788903,0.11090660095214844,1.7462298274e-10,97.49802732467651,0.00887938216329,4600.0,1.5115385055541992,1200,1.94289029309e-16,1.4493238925933838,1200,0.925655,6000.0,39.8333333333,41.21610641479492,0.00707793033049,-0.00122609175742,67.72600436210632,0.922672,0.0,40.7864134311676,2.67096,14.4539,2.66438,312.644588773,0.0
253.34507608413696,19455.721258163452,384.620122834,0.00106607598718,14.6621,50.8333333333,0.0114359260832,0.11731362342834473,-3.49245965481e-10,96.42369604110718,0.0066980086267,5300.0,1.4989643096923828,1200,-2.79397238678e-09,1.4717800617218018,1200,0.932664,6000.0,45.6666666667,41.33626437187195,0.00974597989022,-0.00106607633643,65.09196543693542,0.932088,0.0,40.957568645477295,2.68628,14.677,2.68526,356.063508692,0.0
