MaxReturn,Entropy,LossAfter,ExplainedVariance,ItrTime,TotalExecTime,StdReturn,AveragePolicyStd,Time,LossBefore,MinReturn,MeanKL,Perplexity,MaxKL,AverageReturn,NumTrajs
0.0,2.7007,-0.0,1,10.942090511322021,10.827855110168457,0.0,0.935103,10.942083835601807,-0.0,0.0,0.0,14.8902,0.0,0.0,20
0.0,2.7007,-0.0,1,10.795616149902344,10.721975564956665,0.0,0.935103,21.740915775299072,-0.0,0.0,0.0,14.8902,0.0,0.0,20
0.0,2.7007,-0.0,1,10.868992567062378,10.79520320892334,0.0,0.935103,32.616453409194946,-0.0,0.0,0.0,14.8902,0.0,0.0,20
0.0,2.7007,-0.0,1,10.714539527893066,10.653813123703003,0.0,0.935103,43.33680534362793,-0.0,0.0,0.0,14.8902,0.0,0.0,20
0.0,2.7007,-0.0,1,10.629150390625,10.532383680343628,0.0,0.935103,53.97004199028015,-0.0,0.0,0.0,14.8902,0.0,0.0,20
0.0,2.7007,-0.0,1,10.408812046051025,10.33607816696167,0.0,0.935103,64.3883945941925,-0.0,0.0,0.0,14.8902,0.0,0.0,20
0.0,2.7007,-0.0,1,10.746876955032349,10.682343482971191,0.0,0.935103,75.15404343605042,-0.0,0.0,0.0,14.8902,0.0,0.0,20
