LossAfter,Perplexity,Entropy,MaxReturn,ExplainedVariance,LossBefore,AveragePolicyStd,MaxKL,Time,AverageReturn,TotalExecTime,MeanKL,StdReturn,ItrTime,NumTrajs,MinReturn
-0.0,18.3177,2.90787,0.0,1,-0.0,1.03594,0.0,5.708514213562012,0.0,5.619237661361694,0.0,0.0,5.70851469039917,40,0.0
-0.0,18.3177,2.90787,0.0,1,-0.0,1.03594,0.0,11.049180507659912,0.0,5.261749505996704,0.0,0.0,5.336460590362549,40,0.0
-0.0,18.3177,2.90787,0.0,1,-0.0,1.03594,0.0,16.44990849494934,0.0,5.332087516784668,0.0,0.0,5.392306327819824,40,0.0
-0.0,18.3177,2.90787,0.0,1,-0.0,1.03594,0.0,21.850616455078125,0.0,5.35137152671814,0.0,0.0,5.393611669540405,40,0.0
-0.0,18.3177,2.90787,0.0,1,-0.0,1.03594,0.0,26.689668655395508,0.0,4.783018589019775,0.0,0.0,4.83252739906311,40,0.0
