LossAfter,Perplexity,AveragePolicyStd,MaxReturn,AverageReturn,MinReturn,MeanKL,LossBefore,MaxKL,ExplainedVariance,NumTrajs,Entropy,Time,ItrTime,StdReturn,TotalExecTime
-0.0767888,14.777,0.930467,5600.0,1810.0,0.0,0.471679,0.0196843,2.01012,0.0697564580392,20,2.69307,6.357566595077515,6.357572555541992,1794.68660217,6.26828670501709
-0.0529691,15.0708,0.939918,21800.0,19160.0,15500.0,0.119968,-0.0257518,0.959019,0.895289076527,20,2.71276,12.219146490097046,5.857082843780518,1779.71907896,5.794873237609863
-0.0368238,14.878,0.933872,22500.0,20540.0,17100.0,0.0588605,-0.0157005,0.831752,0.947365412267,20,2.69988,17.857415437698364,5.627864599227905,1416.12146372,5.602998733520508
-0.044193,14.7616,0.930196,22500.0,20760.0,17000.0,0.0879368,-0.019013,0.698995,0.935143866598,20,2.69203,22.963286638259888,5.10274076461792,1497.7983843,5.07531213760376
-0.0550911,14.622,0.925841,22600.0,19550.0,15400.0,0.1254,-0.0186502,1.58576,0.918915321647,20,2.68253,27.86220955848694,4.894999980926514,1810.66286205,4.855985879898071
-0.058848,14.4863,0.921632,22800.0,20970.0,11000.0,0.130351,-0.021487,1.92973,0.850706058334,20,2.6732,33.036194801330566,5.162136554718018,2559.12094282,5.115270137786865
-0.0410563,14.3314,0.916462,20900.0,17580.0,13600.0,0.168857,0.00927903,1.09405,0.84475282508,20,2.66246,38.40309429168701,5.362779140472412,1893.83209393,5.317108631134033
