LossBefore,ItrTime,StdReturn,MeanKL,AveragePolicyStd,Perplexity,MaxReturn,Time,NumTrajs,Entropy,MaxKL,AverageReturn,MinReturn,LossAfter,ExplainedVariance,TotalExecTime
-0.00544821,6.650907516479492,62.2494979899,0.0698508,0.87453,13.0471,1300.0,6.6509034633636475,20,2.56857,0.325762,1225.0,1100.0,-0.0225367,0.958800109973,6.569532155990601
0.00170296,6.475569725036621,237.907545067,0.0591907,0.872509,12.9763,1300.0,13.134317874908447,20,2.56312,0.599772,1120.0,200.0,-0.025525,0.905415840179,6.397191762924194
0.00576811,6.477528810501099,70.0,0.02498,0.872775,12.9873,1500.0,19.61972689628601,20,2.56397,0.385806,1310.0,1200.0,-0.0106023,0.956068268935,6.435665845870972
-0.00679232,6.442275524139404,64.0312423743,0.00264647,0.87388,13.0248,1400.0,26.073644876480103,20,2.56686,0.0365248,1330.0,1200.0,-0.0103934,0.954819607814,6.406514644622803
0.0185292,6.6552276611328125,195.639975465,0.00224394,0.872516,12.9807,1600.0,32.74080967903137,20,2.56346,0.0184824,1335.0,600.0,0.0147665,0.942564353819,6.597500801086426
0.00887859,6.17267632484436,82.9156197589,0.0265025,0.876592,13.1015,1600.0,38.923107385635376,20,2.57273,0.125664,1375.0,1300.0,-0.00181297,0.951260464055,6.092207193374634
0.00518137,5.921787977218628,176.847391838,0.00715431,0.878531,13.1598,1600.0,44.84954237937927,20,2.57716,0.0707087,1335.0,800.0,-0.00213953,0.931198631246,5.872119426727295
