LossAfter,ItrTime,MaxKL,Entropy,MeanKL,AveragePolicyStd,ExplainedVariance,AverageReturn,TotalExecTime,Time,MinReturn,Perplexity,NumTrajs,LossBefore,MaxReturn,StdReturn
-0.0,5.865118026733398,0.0,2.74043,0.0,0.95435,1,0.0,5.821720361709595,5.865112781524658,0.0,15.4937,20,-0.0,0.0,0.0
-0.0301006,5.6735100746154785,1.00078,2.74043,0.0651058,0.95435,0.0593262184707,5.0,5.611799240112305,11.54291296005249,0.0,15.4937,20,-0.00475176,100.0,21.7944947177
-0.00853087,5.655901908874512,0.954405,2.73806,0.0884188,0.953129,0.0703158645862,5.0,5.632168531417847,17.20277428627014,0.0,15.4569,20,0.029939,100.0,21.7944947177
-0.0422718,5.7269065380096436,0.706342,2.75303,0.0574852,0.960312,0.231170683105,55.0,5.70213508605957,22.93370795249939,0.0,15.69,20,-0.021235,700.0,162.711400953
-0.00719732,5.806410312652588,0.370774,2.74241,0.0378046,0.955184,0.113712513133,150.0,5.775912523269653,28.746755123138428,0.0,15.5243,20,0.0117935,1800.0,404.351332383
-0.0352578,5.733877182006836,0.722618,2.74831,0.0874684,0.958272,0.180075453671,415.0,5.683817148208618,34.485066652297974,0.0,15.6162,20,-0.0162837,2100.0,669.533419629
-0.0333611,5.603532075881958,0.16585,2.74016,0.0292746,0.954317,0.12510296238,1790.0,5.553067922592163,40.099995613098145,0.0,15.4895,20,-0.0243275,5500.0,1178.09167725
