MeanKL,TotalExecTime,ItrTime,StdReturn,Entropy,AverageReturn,LossBefore,NumTrajs,AveragePolicyStd,Time,LossAfter,MaxReturn,ExplainedVariance,Perplexity,MaxKL,MinReturn
0.241255,6.688366651535034,6.7413716316223145,1843.9834598,2.73374,1235.0,0.00255703,20,0.949513,6.74136757850647,-0.0387223,8300.0,0.274980547684,15.3903,2.00459,0.0
0.140752,6.531808614730835,6.600165843963623,4912.03623765,2.7363,8230.0,-0.0147512,20,0.9508,13.346157550811768,-0.0623319,16300.0,0.468173048819,15.4297,0.484879,1600.0
0.047313,6.236534118652344,6.293308973312378,2647.6923915,2.72892,18085.0,-0.0188607,20,0.947159,19.655614852905273,-0.0352638,22900.0,0.849505793715,15.3163,0.212783,13100.0
0.13319,5.853192329406738,5.905542373657227,1380.0,2.71949,19160.0,-0.0274045,20,0.942637,25.571298122406006,-0.0737663,21900.0,0.926381205423,15.1726,1.13914,16300.0
0.218648,5.779207706451416,5.842056751251221,8122.52885498,2.70579,14005.0,-0.018769,20,0.936177,31.42134690284729,-0.0705689,22900.0,0.773234302536,14.9661,1.17145,0.0
0.450666,6.658507823944092,6.683966398239136,6024.81534987,2.6964,16760.0,-0.0167745,20,0.931769,38.110979318618774,-0.139711,21100.0,0.832691299281,14.8263,3.57169,0.0
0.0242637,6.289196491241455,6.319241285324097,9224.57993624,2.68802,11725.0,0.0271303,20,0.927849,44.43698215484619,0.0186127,22500.0,0.730083390578,14.7025,0.132744,0.0
