0AverageReturn,1EnvExecTime,ItrTime,0AveragePolicyStd,1NumTrajs,1ExplainedVariance,1AverageReturn,0ExplainedVariance,0ProcessExecTime,1StdReturn,0Perplexity,LossBefore,ComputeUpdatedDistTime,1Entropy,0StdReturn,1AveragePolicyStd,1PolicyExecTime,LossAfter,0NumTrajs,1Perplexity,dLoss,1MaxReturn,0EnvExecTime,0Entropy,0PolicyExecTime,Time,1ProcessExecTime,0MaxReturn,0MinReturn,MeanKLBefore,1MinReturn,MeanKL
55.2,150.75085735321045,757.89177942276,1.0,2000,0.0373636086473,33.85,0.0495922425639,6.951830148696899,443.237157174,17.0794,8.44011083245e-10,0.9761378765106201,2.83931,641.110723666,1.00072,242.04272747039795,-0.000915618089493,2000,17.104,0.000915618933504,10500.0,165.635972738266,2.83788,160.84051990509033,757.8917896747589,6.130373001098633,15000.0,0.0,-1.77442283089e-09,0.0,0.00582207087427
73.7,245.84361147880554,1551.704351425171,1.00496,2000,0.0568119006005,82.6,0.0453946718158,10.826402425765991,901.85211648,17.249,2.61934474111e-10,0.31526899337768555,2.84847,829.15517848,1.00532,595.3168776035309,-0.00149074662477,2000,17.2613,0.0014907468867,16600.0,255.65536069869995,2.84775,398.8065130710602,2314.2622706890106,10.44662356376648,14400.0,0.0,1.20780663249e-09,0.0,0.00642976537347
119.25,153.85862970352173,896.9974498748779,1.00038,2000,0.0687715722048,134.15,0.06113638695,6.627303600311279,1103.48936447,17.0922,-1.35332811624e-09,0.2850308418273926,2.84066,1086.25247411,1.0014,272.30152440071106,-0.00117816776037,2000,17.1271,0.00117816640704,17200.0,164.36265754699707,2.83862,269.6279454231262,3216.932951927185,6.098129510879517,18300.0,0.0,-3.0268023643e-09,0.0,0.00889538694173
240.65,153.553471326828,825.4542255401611,1.00781,2000,0.10230188935,304.7,0.077360930097,6.255118131637573,1752.45767709,17.3473,2.18278728426e-10,0.2880997657775879,2.85316,1532.09744387,1.00768,268.9891595840454,-0.0015928405337,2000,17.3425,0.00159284075198,18700.0,153.4442093372345,2.85344,213.41069340705872,4047.2866728305817,6.06935715675354,19600.0,0.0,1.33877375852e-09,0.0,0.00941959582269
682.15,153.9079246520996,822.2623496055603,1.00801,2000,0.134792516319,694.1,0.11453439921,6.170216798782349,3067.13468729,17.3532,-2.32830643654e-10,0.28426218032836914,2.85453,2952.59654838,1.00838,267.43704175949097,-0.00103093392681,2000,17.3662,0.00103093369398,21400.0,152.8287229537964,2.85378,211.7295958995819,4874.037968873978,6.144376993179321,21400.0,0.0,-2.79397349701e-09,0.0,0.00624971231446
799.45,154.2354199886322,819.0526542663574,1.00369,2000,0.151884009877,1118.1,0.100537040005,6.207224607467651,3920.82929876,17.2045,-8.73114913702e-10,0.28521180152893066,2.84563,3363.30859386,1.00392,268.3628237247467,-0.00137300800998,2000,17.2123,0.00137300713686,22000.0,152.57522797584534,2.84517,207.51830959320068,5697.682640552521,6.146939992904663,21300.0,0.0,1.04773822951e-09,0.0,0.00685904221609
1126.4,153.71553349494934,818.8920845985413,0.999381,2000,0.129078800972,1454.8,0.104074311043,6.214634418487549,4425.05219856,17.0576,1.48429535329e-09,0.2682795524597168,2.83565,3997.8147831,0.998908,267.8661801815033,-0.00149480125401,2000,17.0414,0.00149480273831,22800.0,152.96418452262878,2.8366,208.0012650489807,6521.004824638367,6.123987674713135,22500.0,0.0,-5.82078052425e-10,0.0,0.00655680056661
1473.9,154.91779255867004,825.618182182312,1.00242,2000,0.150303915877,1913.25,0.123516591932,6.283925533294678,5184.4536296,17.1613,8.73114913702e-10,0.28174376487731934,2.84133,4539.87211163,1.00175,270.55694675445557,-0.00148889655247,2000,17.1385,0.00148889742559,22600.0,153.5253701210022,2.84266,210.11778020858765,7351.506524324417,6.234601259231567,22500.0,0.0,3.01516003276e-08,0.0,0.00926519464701
2107.65,161.62315607070923,882.0730104446411,0.989969,2000,0.128137648398,2153.2,0.119249384611,6.34645676612854,5641.07079906,16.7385,-5.3842086345e-10,0.2790036201477051,2.81571,5457.69516165,0.988982,299.30918431282043,-0.00148582016118,2000,16.7051,0.00148581962276,22900.0,156.45350313186646,2.81771,215.31567287445068,8238.378029108047,6.519218921661377,23100.0,0.0,-5.82075998512e-10,0.0,0.00878747738898
2221.95,162.4969778060913,898.9200015068054,0.991431,2000,0.117598418527,2506.2,0.101900477529,6.615731716156006,6075.28448387,16.788,2.11002770811e-10,0.2408132553100586,2.81837,5756.14742666,0.990294,310.97545289993286,-0.0014503642451,2000,16.7495,0.0014503644561,23200.0,160.23478531837463,2.82066,227.02283120155334,9142.032630681992,6.512414455413818,22900.0,0.0,-1.32713298129e-08,0.0,0.00701290601864
2359.4,164.44514060020447,914.2961235046387,0.976005,2000,0.13616455695,3128.55,0.0938228710045,6.66138768196106,6789.64578586,16.2695,-2.18278728426e-10,0.2613070011138916,2.78974,5905.8980384,0.976224,318.99761295318604,-0.00145369523671,2000,16.2767,0.00145369501843,23000.0,163.07248950004578,2.78929,229.6941432952881,10061.1095764637,6.719087839126587,22900.0,0.0,3.72529251891e-09,0.0,0.00906501151621
2673.25,164.28921246528625,904.6891405582428,0.966765,2000,0.145024613475,3828.6,0.0981832378304,6.524658679962158,7364.83550665,15.9628,-1.30967237055e-10,0.25774359703063965,2.76794,6249.01667765,0.965653,315.47295928001404,-0.00140122056473,2000,15.9258,0.00140122043376,23000.0,160.71176433563232,2.77026,226.1418170928955,10971.076965808868,6.690225601196289,22700.0,0.0,-4.65660177085e-10,0.0,0.00758082699031
3027.65,166.2443299293518,910.627557516098,0.957108,2000,0.139371821436,3933.65,0.0963984343353,6.629628419876099,7641.66753252,15.6455,-1.51703716256e-09,0.2644994258880615,2.75041,6646.53221443,0.957216,316.95664143562317,-0.00117506319657,2000,15.649,0.00117506167953,22900.0,161.3817834854126,2.75018,227.61460137367249,11886.794569969177,6.718143701553345,22900.0,0.0,2.79396372704e-09,0.0,0.00680436100811
2627.3,163.76191353797913,909.288628578186,0.947988,2000,0.154185885379,4313.0,0.0812278146883,6.627295970916748,7959.20165595,15.3484,8.14907252789e-10,0.2847905158996582,2.73036,6234.42577227,0.947677,305.8478605747223,-0.00145565753337,2000,15.3384,0.00145565834828,23200.0,160.96492910385132,2.73101,240.70757341384888,12801.256040334702,6.66118049621582,23100.0,0.0,1.86264237367e-09,0.0,0.00827456172556
3201.0,163.05472493171692,905.7657086849213,0.950846,2000,0.151648594297,4889.75,0.0887814482815,6.599461317062378,8290.40107217,15.4408,7.56699591875e-10,0.25128936767578125,2.73645,6877.20793636,0.950579,304.7915120124817,-0.00158050318714,2000,15.432,0.00158050394384,23300.0,162.38417959213257,2.73701,237.63922548294067,13711.800870418549,6.558635711669922,23000.0,0.0,-1.86264237367e-09,0.0,0.0095463199541
