MinReturn,ExplainedVariance,Entropy,LossBefore,StdReturn,MaxReturn,MeanKL,ItrTime,TotalExecTime,Perplexity,MaxKL,AverageReturn,AveragePolicyStd,NumTrajs,Time,LossAfter
0.0,0.349528077965,3.08155,5.126e-06,391.790760483,1200.0,0.00480499,27.897337436676025,27.764322757720947,21.7921,0.507648,350.0,1.12957,20,27.897335529327393,-0.00433308
0.0,0.357620252149,3.08155,0.0234093,636.612126809,2000.0,0.0108284,30.3632230758667,30.173515796661377,21.7922,3.2949,465.0,1.12957,20,58.26471281051636,0.0210777
0.0,0.201834187918,3.09326,-0.00394462,399.343210785,1400.0,0.00566963,27.375264644622803,27.242114067077637,22.0488,1.50469,195.0,1.1362,20,85.64608573913574,-0.00810323
0.0,0.272711550093,3.09129,0.00968811,516.599457994,1700.0,0.0124449,28.869736671447754,28.722751140594482,22.0054,8.70689,475.0,1.13508,20,114.5283739566803,0.00988548
0.0,0.262043234039,3.09613,-0.000455558,338.969025134,1100.0,0.00207416,25.944727897644043,25.844095468521118,22.1122,0.458767,290.0,1.13784,20,140.4854576587677,-0.00228868
0.0,0.282932345799,3.0959,-0.0128936,857.554662981,2900.0,0.000623847,26.655421018600464,26.509157180786133,22.1072,0.0410746,540.0,1.13772,20,167.1641354560852,-0.0142825
0.0,0.18040442791,3.08946,-0.000436954,499.399639567,2100.0,0.000178843,32.724278926849365,32.577614307403564,21.9651,0.0137326,340.0,1.13406,20,199.90289330482483,-0.00112528
