MaxReturn,LossAfter,MeanKL,ItrTime,NumTrajs,Perplexity,AverageReturn,Entropy,TotalExecTime,LossBefore,ExplainedVariance,MinReturn,StdReturn,MaxKL,AveragePolicyStd,Time
2000.0,-0.00993213,0.0433794,11.087735891342163,20,14.1457,1155.0,2.64941,10.980667114257812,0.00535236,0.841573236097,900.0,241.816045787,0.357233,0.917354,11.087732791900635
1800.0,-0.0101806,0.0158446,10.75268840789795,20,14.2217,725.0,2.65477,10.691174507141113,-0.000648692,0.552596944142,0.0,686.931583202,0.109949,0.91884,21.849655866622925
2100.0,-0.0298123,0.0340606,10.329100847244263,20,14.2171,1105.0,2.65444,10.27752685546875,-0.0117312,0.762866394167,0.0,403.081877539,0.517707,0.918537,32.1843523979187
2300.0,-0.0169655,0.0438366,10.999048471450806,20,14.1339,895.0,2.64858,10.899828433990479,0.00185673,0.60107033884,0.0,605.371786591,0.317113,0.916541,43.18576121330261
1300.0,-0.00851518,0.00931096,10.922176122665405,20,14.147,985.0,2.64951,10.846647500991821,-0.00171809,0.888331273888,800.0,106.183802908,0.123004,0.916983,54.11432385444641
1300.0,0.00573708,0.0284187,9.522362232208252,20,14.1349,995.0,2.64865,9.477035522460938,0.0133714,0.865698980441,400.0,190.984292548,0.131978,0.916618,63.64566087722778
1400.0,-0.0215908,0.0219028,9.917903900146484,20,14.2297,1015.0,2.65533,9.862618207931519,-0.0117992,0.86100032714,0.0,261.294852609,0.145827,0.919399,73.57460069656372
