ExplainedVariance,TotalExecTime,Time,LossAfter,MaxKL,Perplexity,AveragePolicyStd,LossBefore,NumTrajs,MeanKL,StdReturn,Entropy,ItrTime,AverageReturn,MinReturn,MaxReturn
1,14.113804817199707,14.225577592849731,-0.0,0.0,14.5788,0.92455,-0.0,20,0.0,0.0,2.67957,14.225581884384155,0.0,0.0,0.0
1,13.766369819641113,28.079022884368896,-0.0,0.0,14.5788,0.92455,-0.0,20,0.0,0.0,2.67957,13.85013198852539,0.0,0.0,0.0
1,13.945433855056763,42.08441352844238,-0.0,0.0,14.5788,0.92455,-0.0,20,0.0,0.0,2.67957,13.99097752571106,0.0,0.0,0.0
1,13.482800483703613,55.72884154319763,-0.0,0.0,14.5788,0.92455,-0.0,20,0.0,0.0,2.67957,13.637455940246582,0.0,0.0,0.0
1,14.208398580551147,70.01838755607605,-0.0,0.0,14.5788,0.92455,-0.0,20,0.0,0.0,2.67957,14.28345537185669,0.0,0.0,0.0
1,13.97368311882019,84.08265089988708,-0.0,0.0,14.5788,0.92455,-0.0,20,0.0,0.0,2.67957,14.048852682113647,0.0,0.0,0.0
1,13.616274118423462,97.80681324005127,-0.0,0.0,14.5788,0.92455,-0.0,20,0.0,0.0,2.67957,13.71102499961853,0.0,0.0,0.0
