MaxReturn,NumTrajs,LossAfter,Time,Perplexity,MeanKL,MaxKL,Entropy,AveragePolicyStd,AverageReturn,MinReturn,ExplainedVariance,LossBefore,ItrTime,TotalExecTime,StdReturn
0.0,200,-0.0,875.9541490077972,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,25.982810974121094,25.669270753860474,0.0
0.0,200,-0.0,903.8165755271912,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,27.85784602165222,27.509541273117065,0.0
0.0,200,-0.0,930.5686452388763,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,26.74850344657898,26.581528425216675,0.0
0.0,200,-0.0,958.3323752880096,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,27.74234437942505,27.418715953826904,0.0
0.0,200,-0.0,985.8548455238342,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,27.511377811431885,27.290342569351196,0.0
0.0,200,-0.0,1013.3563451766968,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,27.494495391845703,27.255107641220093,0.0
0.0,200,-0.0,1040.073212146759,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,26.695821285247803,26.426451683044434,0.0
0.0,200,-0.0,1068.462780714035,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,28.360864877700806,28.07859444618225,0.0
0.0,200,-0.0,1094.4705200195312,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,25.992444276809692,25.669513702392578,0.0
0.0,200,-0.0,1122.1595976352692,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,27.67098045349121,27.35620617866516,0.0
0.0,200,-0.0,1151.1336200237274,7.93364,0.0,0.0,2.07111,0.681555,0.0,0.0,1,-0.0,28.97030782699585,28.749865531921387,0.0
1100.0,200,-0.0106168,1180.8973586559296,7.93364,0.295757,2.86173,2.07111,0.681555,5.5,0.0,0.0606961522559,0.0214249,29.738452911376953,29.505441427230835,77.5870478882
2400.0,200,-0.0786287,1209.3703999519348,8.01908,0.455497,3.63002,2.08182,0.685213,569.5,0.0,0.766165004331,-0.0178563,28.468552350997925,28.163532257080078,780.204941025
2900.0,200,-0.0105862,1238.924506187439,7.9478,0.0685661,0.63662,2.0729,0.682164,1169.0,0.0,0.824776490515,-0.0113459,29.535263061523438,29.268848419189453,1154.00996529
2800.0,200,-0.0116422,1266.5465905666351,7.90284,0.10545,1.00518,2.06722,0.680229,1375.0,0.0,0.830699416788,-0.0146289,27.61493730545044,27.355371475219727,1186.41266008
2800.0,200,-0.0170647,1295.3929648399353,7.84525,0.0826039,0.424734,2.05991,0.677747,1394.5,0.0,0.839462991655,-0.0064404,28.83173155784607,28.49752163887024,1189.41992164
2900.0,200,0.00022847,1325.7451994419098,7.82003,0.172065,2.67929,2.05669,0.676655,1510.0,0.0,0.824303407194,-0.0151495,30.333965063095093,30.037169218063354,1214.82509029
2900.0,200,-0.0218306,1354.8931076526642,7.76102,0.00955854,0.0464148,2.04911,0.674097,1599.0,0.0,0.833694495943,-0.0181432,29.126924753189087,28.862752199172974,1219.91762017
