MinReturn,AverageReturn,MaxKL,Entropy,ItrTime,StdReturn,LossBefore,MeanKL,TotalExecTime,NumTrajs,LossAfter,AveragePolicyStd,MaxReturn,Time,ExplainedVariance,Perplexity
16600.0,19275.0,1.64023,2.56857,7.099900960922241,1201.19731934,0.00528943,0.541172,7.042911529541016,20,-0.0781872,0.87453,21400.0,7.099897861480713,0.938267107937,13.0471
1500.0,4370.0,0.43108,2.57386,7.07531213760376,2133.096341,0.00696952,0.191818,6.998054265975952,20,-0.0433336,0.87714,9600.0,14.180713653564453,0.18555091704,13.1163
13000.0,19200.0,0.470666,2.57734,7.423794269561768,1758.40837123,-0.0420556,0.146622,7.333290338516235,20,-0.0871721,0.878976,21200.0,21.609436750411987,0.914856783832,13.1621
15600.0,17990.0,0.594665,2.55632,7.987448453903198,1539.12312698,0.00967179,0.277068,7.904479742050171,20,-0.0815716,0.869708,21000.0,29.60343360900879,0.901081163691,12.8883
12500.0,16805.0,0.68755,2.56115,8.19494891166687,2007.60429368,-0.013252,0.324649,8.11895227432251,20,-0.0927117,0.871583,19600.0,37.80190396308899,0.848677159083,12.9507
16500.0,18980.0,0.692384,2.55453,8.00968313217163,1405.20461144,-0.0341787,0.346042,7.930887937545776,20,-0.124487,0.868665,21800.0,45.820263385772705,0.923499073724,12.8652
16100.0,19865.0,0.105401,2.53744,8.070198774337769,1336.89004783,-0.0420726,0.0534963,8.024659872055054,20,-0.0582105,0.861374,21200.0,53.900532722473145,0.951567813015,12.6472
