Entropy,Time,LossAfter,LossBefore,StdReturn,Perplexity,AveragePolicyStd,ItrTime,MinReturn,MaxReturn,MaxKL,NumTrajs,AverageReturn,ExplainedVariance,TotalExecTime,MeanKL
2.69307,11.919868469238281,-0.0761947,-0.0148607,1642.55897915,14.777,0.930467,11.91987419128418,16000.0,21900.0,4.41972,20,19600.0,0.922794000307,11.69817852973938,0.595578
2.67821,23.069515705108643,-0.0366575,-0.0192107,1464.06967047,14.5591,0.923775,11.139877557754517,16600.0,21100.0,0.154642,20,19450.0,0.922125810674,11.082847356796265,0.0472481
2.66861,34.26762866973877,-0.0299868,-0.00953261,641.307258652,14.4199,0.919569,11.190742492675781,18800.0,21600.0,0.783462,20,20865.0,0.982782869953,11.155919551849365,0.0706548
2.66384,45.68217206001282,-0.0355959,-0.0244527,1016.30458033,14.3513,0.917427,11.411527156829834,18000.0,21600.0,0.400248,20,20525.0,0.965759171192,11.382350206375122,0.0272726
2.65161,57.44712471961975,0.000936357,0.00853009,584.18746991,14.1769,0.911965,11.755300998687744,19000.0,21600.0,0.214828,20,20865.0,0.986292114026,11.598106622695923,0.0249248
2.65588,69.082035779953,-0.045816,-0.0199302,1677.76637229,14.2375,0.914078,11.63009786605835,14100.0,21900.0,1.49684,20,20610.0,0.929439820019,11.515871524810791,0.0956797
2.64591,80.3871328830719,-0.0276602,-0.0161798,458.693797647,14.0963,0.909286,11.301223278045654,19900.0,21800.0,0.644925,20,21140.0,0.988218341027,11.201542615890503,0.0467644
