AverageReturn,ExplainedVariance,LossAfter,MeanKL,MaxKL,TotalExecTime,MinReturn,StdReturn,NumTrajs,Entropy,ItrTime,MaxReturn,Perplexity,Time,AveragePolicyStd,LossBefore
25.0,0.0754081487757,0.0132453,0.00450363,0.321198,17.019599199295044,0.0,88.7411967465,20,2.83651,17.280458688735962,400.0,17.0561,17.28045105934143,0.999438,0.0146862
15.0,0.584186262216,0.0125357,0.00064564,0.00562783,16.221971035003662,0.0,65.3834841531,20,2.8512,16.428320169448853,300.0,17.3085,33.71925091743469,1.00687,0.0150717
55.0,0.124736233363,0.0279552,0.00662297,1.78102,17.097819805145264,0.0,132.193040664,20,2.85873,17.237185955047607,400.0,17.4394,50.9686074256897,1.01071,0.0261009
10.0,0.0657348466381,-0.000922807,0.000318354,0.0377052,16.540989637374878,0.0,43.5889894354,20,2.87178,16.740334272384644,200.0,17.6685,67.71883463859558,1.01734,-0.000101789
135.0,0.538923421841,-0.00981905,0.00115765,0.0102975,17.143335342407227,0.0,407.768316572,20,2.87173,17.4982590675354,1500.0,17.6676,85.22364640235901,1.01728,-0.00671856
105.0,0.237891629391,-0.00361473,0.000296952,0.00121518,17.632943868637085,0.0,327.833799356,20,2.86837,17.815381050109863,1500.0,17.6083,103.05586910247803,1.01555,-0.00256756
65.0,0.263669204961,0.00409183,0.00790725,1.79923,16.829055070877075,0.0,127.573508222,20,2.86709,16.974878311157227,400.0,17.5857,120.06347012519836,1.01487,0.005327
