StdReturn,MaxReturn,AveragePolicyStd,NumTrajs,Time,TotalExecTime,MinReturn,ItrTime,ExplainedVariance,AverageReturn,LossAfter,Entropy,MeanKL,LossBefore,Perplexity,MaxKL
2472.16504303,9200.0,0.95435,20,5.0082619190216064,4.948793888092041,1100.0,5.008265256881714,0.26209693448,4880.0,-0.0969318,2.74043,0.62988,-0.00766644,15.4937,2.54956
2527.30587781,20300.0,0.950783,20,10.10035228729248,5.036775827407837,11200.0,5.089160919189453,0.765426093957,14985.0,-0.0208165,2.73277,0.108242,0.0129535,15.3754,0.469733
1270.07873772,21600.0,0.953754,20,15.018572092056274,4.882134675979614,16100.0,4.912453651428223,0.931260301991,19370.0,-0.0376238,2.73924,0.0223894,-0.0249104,15.4753,0.0973542
1267.46794831,21400.0,0.947818,20,19.849350214004517,4.790289878845215,17200.0,4.823312282562256,0.95269810648,19945.0,-0.0393336,2.72679,0.104522,-0.0170815,15.2837,0.547137
1271.01337522,20800.0,0.944027,20,24.80556082725525,4.897188663482666,16000.0,4.950464963912964,0.930336003825,19295.0,-0.0464675,2.71825,0.0961041,-0.0227025,15.1537,0.274773
2793.43426628,21500.0,0.938696,20,29.639617204666138,4.768937349319458,11100.0,4.829342603683472,0.808227690966,18315.0,-0.0632711,2.7069,0.147512,-0.0266026,14.9827,0.867822
2372.04553076,21300.0,0.932615,20,34.359079122543335,4.664317846298218,13700.0,4.713011980056763,0.834259524318,18180.0,-0.0742923,2.6936,0.130813,-0.0297364,14.7847,0.737916
