NumTrajs,MaxReturn,ExplainedVariance,AverageReturn,StdReturn,LossAfter,MeanKL,MaxKL,Entropy,Perplexity,AveragePolicyStd,MinReturn,LossBefore,TotalExecTime,ItrTime,Time
20,1600.0,0.496441619589,695.0,602.88887865,-0.0613257,0.242554,3.39577,2.69307,14.777,0.930467,0.0,-0.00745254,7.465426206588745,7.5377538204193115,7.537748336791992
20,1600.0,0.750723036095,1100.0,465.832587954,-0.0259929,0.104725,1.55782,2.68562,14.6673,0.926996,0.0,0.00459123,7.528256416320801,7.610036134719849,15.161106824874878
20,1600.0,0.892628616338,1305.0,272.90108098,-0.0264587,0.0468884,1.18451,2.68792,14.701,0.928096,200.0,-0.00890303,7.361947298049927,7.439945459365845,22.603702783584595
20,1500.0,0.943750934875,1320.0,87.1779788708,-0.0161961,0.038884,0.7264,2.68346,14.6357,0.926065,1200.0,0.000696957,7.135275840759277,7.17916202545166,29.787656545639038
20,2000.0,0.904422532478,1420.0,231.516738056,0.0285131,0.0117283,0.393094,2.68381,14.6408,0.926178,1100.0,0.0370057,7.276199579238892,7.304995059967041,37.10075354576111
20,1800.0,0.935426573918,1350.0,124.49899598,-0.0152147,0.0255433,0.390857,2.70232,14.9142,0.934715,1200.0,-0.00608777,7.3599371910095215,7.403990268707275,44.50901389122009
20,1700.0,0.910345527873,1415.0,221.979728804,-0.0188231,0.103599,1.05353,2.69927,14.8689,0.933192,600.0,0.00743499,7.240426778793335,7.303845405578613,51.819140911102295
