Entropy,TotalExecTime,AverageReturn,MaxKL,MinReturn,Time,LossAfter,ExplainedVariance,NumTrajs,MaxReturn,StdReturn,LossBefore,ItrTime,MeanKL,AveragePolicyStd,Perplexity
2.72206,5.8479931354522705,90.0,0.222952,0.0,5.9353437423706055,0.0164317,0.031339462262,20,1800.0,392.300904919,0.0363963,5.935333490371704,0.0935658,0.947542,15.2117
2.75846,5.73861026763916,475.0,0.122603,0.0,11.740739583969116,-0.0394205,0.088828266152,20,2100.0,599.061766431,-0.0209623,5.803038120269775,0.0445479,0.965713,15.7755
2.74798,5.793141841888428,8265.0,0.257751,1600.0,17.59721040725708,-0.0608216,0.294318145701,20,17200.0,4029.05385916,-0.00203489,5.850623846054077,0.153304,0.961276,15.611
2.74696,5.533317565917969,21180.0,0.371586,13400.0,23.173264741897583,-0.0328691,0.934129573136,20,22700.0,1920.83315257,-0.0231699,5.5707666873931885,0.0157623,0.960822,15.5951
2.73537,5.5305562019348145,21415.0,0.216148,19500.0,28.750645399093628,-0.0555442,0.972294907541,20,22600.0,935.561328829,-0.0387508,5.571704387664795,0.0452644,0.955509,15.4155
2.716,10.126312494277954,22160.0,0.6711,21200.0,38.91348648071289,-0.0277545,0.993481588807,20,22600.0,359.722114972,-0.0160815,10.156116724014282,0.041653,0.946859,15.1197
2.70796,5.545750617980957,20880.0,0.226458,0.0,44.506574630737305,-0.000911368,0.849440977512,20,22700.0,4836.58970763,0.00928666,5.587627410888672,0.0157334,0.943358,14.9986
