MeanKL,AveragePolicyStd,TotalExecTime,MaxKL,NumTrajs,Entropy,StdReturn,LossAfter,Perplexity,ExplainedVariance,LossBefore,MaxReturn,MinReturn,Time,ItrTime,AverageReturn
0.290164,0.58088,5.396583318710327,1.9795,40,1.73658,164.240677057,-0.0628867,5.67789,0.246647929392,-0.00304403,400.0,0.0,5.461413621902466,5.461418151855469,105.0
0.0163366,0.581186,4.377652406692505,0.226747,40,1.73354,156.823945876,-0.00884774,5.66063,0.690077566401,0.00852714,700.0,0.0,9.896394968032837,4.430830478668213,287.5
0.150707,0.582184,4.5243425369262695,0.767193,40,1.7378,115.947186253,-0.0430121,5.68481,0.79133556993,-0.0122231,500.0,0.0,14.453968286514282,4.552546262741089,317.5
0.0922258,0.580523,4.8128767013549805,0.445895,40,1.73169,117.233740877,-0.0382672,5.65018,0.798393477504,-0.00521983,500.0,0.0,19.31335186958313,4.854652166366577,322.5
0.0419841,0.580462,4.571617364883423,0.200371,40,1.72908,149.666295471,0.0220377,5.63545,0.757811686978,0.0406048,900.0,0.0,23.941937685012817,4.619149208068848,410.0
0.209047,0.587257,4.8192338943481445,0.977413,40,1.74938,258.541582729,-0.0310697,5.75104,0.499406299697,0.0257256,1400.0,300.0,28.82178258895874,4.873337745666504,537.5
0.450666,0.591407,4.7278733253479,1.66567,40,1.76224,789.457883614,-0.120832,5.82549,0.554352276464,-0.00645532,3600.0,1000.0,33.60407018661499,4.77085280418396,2402.5
