MeanKL,MaxKL,LossBefore,ItrTime,AverageReturn,NumTrajs,Entropy,ExplainedVariance,Perplexity,AveragePolicyStd,MinReturn,TotalExecTime,LossAfter,MaxReturn,Time,StdReturn
0.0,0.0,-0.0,13.84162425994873,0.0,20,2.849,1,17.2706,1.00568,0.0,13.567777872085571,-0.0,0.0,13.84161639213562,0.0
0.843528,99.3655,0.0396806,13.045787334442139,15.0,20,2.849,0.0942593590722,17.2706,1.00568,0.0,12.932345390319824,0.045394,300.0,26.925180196762085,65.3834841531
0.000376965,0.0164592,0.0124676,13.160323143005371,75.0,20,2.86884,0.234756573122,17.6166,1.01577,0.0,13.09404969215393,0.0114226,1500.0,40.09039306640625,326.917420766
0.0,0.0,-0.0,13.205348014831543,0.0,20,2.87508,1,17.7268,1.01904,0.0,13.091758012771606,-0.0,0.0,53.31410884857178,0.0
0.00783793,0.965642,0.00620109,13.158147096633911,20.0,20,2.87508,0.129132475348,17.7268,1.01904,0.0,13.025259971618652,0.00461072,300.0,66.4767701625824,67.8232998313
6.63954,489.209,0.0133383,14.067001342773438,30.0,20,2.87818,0.0750351824046,17.7818,1.02086,0.0,13.953526973724365,0.981712,400.0,80.54819178581238,95.3939201417
0.0994286,11.6,-0.000266545,13.211918830871582,70.0,20,2.88485,0.14250081492,17.9008,1.02415,0.0,13.14962363243103,0.0112927,500.0,93.7847011089325,148.660687473
