NumTrajs,ExplainedVariance,LossAfter,Entropy,LossBefore,MinReturn,MaxReturn,TotalExecTime,MaxKL,AveragePolicyStd,Perplexity,Time,MeanKL,StdReturn,ItrTime,AverageReturn
20,0.344334018855,-0.00671341,3.08155,0.0012569,0.0,900.0,24.200907945632935,3.95965,1.12957,21.7921,24.314810276031494,0.0165214,247.184141886,24.314815521240234,130.0
20,0.215126480237,0.00385925,3.08281,0.00815421,0.0,1100.0,25.67127299308777,0.316392,1.13028,21.8195,50.12946319580078,0.0073861,294.066319051,25.810139179229736,145.0
20,0.423082746416,-0.0050164,3.08688,-0.00342471,0.0,700.0,25.239885091781616,0.0809084,1.13259,21.9087,75.44065260887146,0.00091099,218.860686282,25.30771517753601,110.0
20,0.205760159792,-0.000833381,3.08517,0.00131573,0.0,900.0,27.550348043441772,0.0993486,1.13162,21.8712,103.12404918670654,0.00336905,292.403830344,27.679007053375244,150.0
20,0.313002394983,-0.0120307,3.08583,-0.00815699,0.0,1000.0,21.819092512130737,0.681981,1.13199,21.8856,125.06520700454712,0.00782701,275.862284483,21.92925238609314,170.0
20,0.43977760811,0.0136691,3.08175,0.0156197,0.0,1000.0,24.4668231010437,0.0380565,1.1297,21.7965,149.67366647720337,0.000468399,285.087705803,24.599430322647095,115.0
20,0.370348944243,0.00476255,3.08956,0.00660602,0.0,2100.0,17.169838666915894,1.94106,1.13414,21.9674,166.9486587047577,0.00166871,506.557005677,17.260421752929688,180.0
