Entropy,LossBefore,MaxKL,TotalExecTime,Perplexity,ItrTime,MaxReturn,NumTrajs,LossAfter,ExplainedVariance,MinReturn,AveragePolicyStd,MeanKL,AverageReturn,Time,StdReturn
2.64941,-0.0210274,2.00636,7.3712146282196045,14.1457,7.4380552768707275,21300.0,20,-0.102051,0.856405715439,13700.0,0.917354,0.575679,18975.0,7.438048839569092,2113.02508267
2.62839,-0.0296414,1.34026,7.19160008430481,13.8514,7.23343825340271,23400.0,20,-0.0967058,0.841821462147,11900.0,0.907298,0.325344,18400.0,14.676572561264038,2384.11409123
2.61357,-0.00227738,0.315839,7.142824411392212,13.6476,7.175719499588013,22500.0,20,-0.0128101,0.978650496279,19600.0,0.900877,0.0298015,20900.0,21.856136083602905,773.304597167
2.61243,-0.0213487,0.044957,7.142019510269165,13.6321,7.177069664001465,23100.0,20,-0.0269277,0.949755124858,18500.0,0.900092,0.00497965,21750.0,29.037001371383667,1351.85058346
2.60175,-0.02279,0.161431,7.94830846786499,13.4874,8.00368070602417,22900.0,20,-0.0444492,0.964087859949,19400.0,0.895397,0.0680177,21610.0,37.04946708679199,1024.15819091
2.59036,-0.00674061,0.19327,7.237054347991943,13.3346,7.306746006011963,23100.0,20,-0.0217042,0.953637291696,17700.0,0.890616,0.0335568,21295.0,44.37117838859558,1440.3037874
2.58699,-0.00585075,0.30063,7.1099693775177,13.2897,7.148342132568359,23100.0,20,-0.0211595,0.976202790504,19500.0,0.889291,0.0358672,22175.0,51.5319082736969,910.425724593
