AveragePolicyStd,TotalExecTime,LossAfter,Time,ItrTime,Entropy,Perplexity,ExplainedVariance,LossBefore,MinReturn,MaxReturn,AverageReturn,MaxKL,StdReturn,MeanKL,NumTrajs
0.929406,6.598044395446777,-0.0522372,6.6858134269714355,6.685817241668701,2.68973,14.7277,0.204755727708,-9.94168e-05,700.0,10300.0,4965.0,0.524537,3027.09018696,0.243379,20
0.929462,6.454198360443115,-0.0649229,13.24230432510376,6.55145263671875,2.68963,14.7262,0.424125879103,-0.0218445,2300.0,17500.0,9655.0,0.208002,3771.79996818,0.119794,20
0.924473,7.1528096199035645,-0.0328643,20.42816185951233,7.183443307876587,2.67871,14.5663,0.540730765656,-0.0118223,5300.0,17400.0,11865.0,0.0996471,3467.17103703,0.0507152,20
0.921876,6.724745273590088,-0.0496643,27.19735026359558,6.76246452331543,2.6728,14.4804,0.702607926957,-0.0310214,8800.0,18500.0,14020.0,0.0852895,2454.09861253,0.0474074,20
0.914697,16.53617811203003,-0.0275789,43.78306245803833,16.578423261642456,2.65729,14.2576,0.760995433118,-0.000279433,10800.0,18500.0,14495.0,0.154944,2196.92398594,0.0722971,20
0.914546,6.068453550338745,-0.0733507,49.92797517776489,6.140501260757446,2.65715,14.2556,0.522304504105,-0.0254139,4600.0,17900.0,10960.0,0.271531,3643.13052195,0.132968,20
0.908531,6.062382698059082,-0.0745372,56.05516791343689,6.118332386016846,2.64444,14.0756,0.551400843063,-0.0360248,5200.0,15500.0,10450.0,0.213527,2856.83391187,0.0991711,20
