LossAfter,NumTrajs,Perplexity,Entropy,AverageReturn,MeanKL,ItrTime,LossBefore,MaxKL,MinReturn,MaxReturn,Time,ExplainedVariance,TotalExecTime,StdReturn,AveragePolicyStd
-0.0604663,40,16.3558,2.79458,167.5,0.431933,7.410327434539795,0.0194674,10.4953,0.0,1000.0,7.410322427749634,0.0630106099983,7.34230375289917,248.382265873,0.982009
-0.0637916,40,16.6773,2.81405,1012.5,0.206732,7.542815923690796,-0.00804665,4.59621,0.0,2100.0,14.957640647888184,0.385149685847,7.458411455154419,582.317567999,0.99198
-0.0859672,40,16.6104,2.81003,2292.5,0.120405,7.578578948974609,-0.0488185,4.84379,0.0,4900.0,22.54523515701294,0.530644468002,7.442105054855347,1354.50867476,0.990001
-0.0590484,40,16.2098,2.78562,3270.0,0.184981,7.855673789978027,-0.0195024,50.7893,0.0,5400.0,30.412195205688477,0.625417593308,7.756124496459961,1819.2306066,0.978106
-0.0421744,40,16.0525,2.77587,3975.0,0.109209,7.130384206771851,-0.00445723,8.75058,0.0,7200.0,37.55270481109619,0.624050054525,7.078447103500366,2358.36277956,0.972768
-0.0390638,40,16.0168,2.77364,5000.0,0.0897161,7.572481155395508,-0.00858544,19.4567,0.0,7800.0,45.12947988510132,0.669984618336,7.451607704162598,2134.36173129,0.971583
-0.0364144,40,15.9482,2.76934,5025.0,0.135281,7.610614061355591,0.0145998,12.2459,0.0,7800.0,52.74454164505005,0.703883011809,7.550898790359497,2293.76873289,0.968779
