Entropy,ExplainedVariance,ItrTime,Perplexity,MaxKL,MinReturn,LossAfter,MaxReturn,AverageReturn,MeanKL,TotalExecTime,NumTrajs,LossBefore,StdReturn,AveragePolicyStd,Time
2.46033,1,7.899627685546875,11.7087,0.0,0.0,-0.0,0.0,0.0,0.0,7.848662376403809,20,-0.0,0.0,0.828509,7.899612903594971
2.46033,1,7.80940318107605,11.7087,0.0,0.0,-0.0,0.0,0.0,0.0,7.725303411483765,20,-0.0,0.0,0.828509,15.713139057159424
2.46033,1,7.770371198654175,11.7087,0.0,0.0,-0.0,0.0,0.0,0.0,7.697356700897217,20,-0.0,0.0,0.828509,23.485855102539062
2.46033,1,7.88254976272583,11.7087,0.0,0.0,-0.0,0.0,0.0,0.0,7.836753845214844,20,-0.0,0.0,0.828509,31.372880458831787
2.46033,1,7.724244117736816,11.7087,0.0,0.0,-0.0,0.0,0.0,0.0,7.693941593170166,20,-0.0,0.0,0.828509,39.10095429420471
2.46033,1,7.783512592315674,11.7087,0.0,0.0,-0.0,0.0,0.0,0.0,7.718473434448242,20,-0.0,0.0,0.828509,46.8867928981781
2.46033,1,7.749085426330566,11.7087,0.0,0.0,-0.0,0.0,0.0,0.0,7.69582724571228,20,-0.0,0.0,0.828509,54.63974094390869
