ItrTime,dLoss,1NumTrajs,0MinReturn,0Entropy,1PolicyExecTime,0ProcessExecTime,1EnvExecTime,0MaxReturn,0Perplexity,0AveragePolicyStd,LossAfter,0EnvExecTime,0AverageReturn,1AverageReturn,LossBefore,MeanKLBefore,0ExplainedVariance,1ProcessExecTime,1AveragePolicyStd,1ExplainedVariance,1MaxReturn,1Perplexity,0StdReturn,MeanKL,Time,0PolicyExecTime,1StdReturn,1MinReturn,ComputeUpdatedDistTime,0NumTrajs,1Entropy
70.67916131019592,0.00331098935567,800,0.0,1.67827,28.07404923439026,0.4161679744720459,18.528965711593628,2100.0,5.35629,0.560037,-0.00331098842435,9.379641771316528,114.25,865.0,9.31322574615e-10,0.0,0.116810129706,0.781306266784668,0.558138,0.47753553867,2800.0,5.31996,367.895280617,0.00535437883809,4247.345390558243,10.966537714004517,1088.47370202,0.0,0.07581377029418945,800,1.67147
74.73802304267883,0.00413573998958,800,0.0,1.68291,27.886907815933228,0.5119118690490723,18.544447422027588,2100.0,5.38122,0.561337,-0.00413573905826,11.649173974990845,134.625,988.125,9.31322574615e-10,0.0,0.0884916657334,0.7782368659973145,0.561831,0.503942297839,3000.0,5.39072,396.942828849,0.00883052591234,4323.237112522125,12.793974161148071,1158.40255713,0.0,0.0749669075012207,800,1.68468
73.51904845237732,0.00165436463431,800,0.0,1.65852,27.95439600944519,0.4795262813568115,18.503589868545532,2300.0,5.25151,0.554507,-0.0016543653328,10.869027853012085,111.375,732.75,-6.98491930962e-10,0.0,0.0881199154486,0.7821199893951416,0.554234,0.441376719094,2800.0,5.2463,353.706247294,0.00833624321967,4398.242173910141,12.324508666992188,978.584404893,0.0,0.0713503360748291,800,1.65752
70.60096192359924,0.00456269085407,800,0.0,1.66869,28.02374839782715,0.4087483882904053,18.573162317276,2200.0,5.30522,0.557333,-0.00456268899143,9.291491508483887,97.25,774.625,1.86264514923e-09,-1.49011629702e-08,0.0875123246207,0.7805731296539307,0.557827,0.483761024913,3000.0,5.31447,329.799086566,0.00741020590067,4469.9405636787415,11.004558563232422,1126.93993157,0.0,0.06726908683776855,800,1.67043
75.85628318786621,0.00319902901538,800,0.0,1.63051,28.084367513656616,0.5345454216003418,18.577723264694214,2300.0,5.10647,0.546799,-0.00319903064519,12.050477027893066,94.75,857.375,-1.62981450558e-09,1.49011629702e-08,0.123598267598,0.789093017578125,0.54741,0.493173756882,2900.0,5.11783,331.997646829,0.0052109239623,4547.215816259384,13.288264513015747,1126.76333335,0.0,0.07703995704650879,800,1.63273
70.889568567276,0.0023604411399,800,0.0,1.62457,28.003522634506226,0.4260108470916748,18.481937646865845,2100.0,5.07623,0.545184,-0.00236044521444,9.599466562271118,98.375,698.625,-4.07453626394e-09,0.0,0.0936268874373,0.7761845588684082,0.546119,0.486561728424,2900.0,5.09346,341.115609984,0.00695919059217,4619.470026731491,11.105144500732422,1133.96896314,0.0,0.07248902320861816,800,1.62796
68.83759617805481,0.00357376318425,800,0.0,1.63218,27.62229871749878,0.3799560070037842,18.361069440841675,2300.0,5.11499,0.547261,-0.00357376504689,8.769699573516846,107.25,861.75,-1.86264514923e-09,0.0,0.0896785177424,0.7558901309967041,0.547613,0.508022854473,3000.0,5.12138,358.325881705,0.0064689507708,4689.464825391769,10.501769542694092,1138.68869209,0.0,0.06728339195251465,800,1.63342
67.8154067993164,0.00107455661055,800,0.0,1.61711,27.562223196029663,0.35449743270874023,18.27228307723999,1900.0,5.03851,0.543165,-0.00107455719262,8.354994773864746,109.0,665.625,-5.82076609135e-10,0.0,0.125163746102,0.7487528324127197,0.542162,0.50600823563,2900.0,5.01985,354.321887554,0.00911734066904,4758.7155594825745,10.036229133605957,1152.61913023,0.0,0.07122802734375,800,1.6134
71.49744653701782,0.00172274408396,800,0.0,1.61365,27.793333530426025,0.424487829208374,18.381191730499268,1800.0,5.02111,0.542225,-0.00172274536453,10.082204580307007,85.375,670.75,-1.2805685401e-09,0.0,0.0742525518074,0.7545139789581299,0.540109,0.484970292635,2800.0,4.98196,302.073847552,0.00990629382432,4831.312641620636,11.50261378288269,1062.92964842,0.0,0.07267642021179199,800,1.60582
72.01932311058044,0.00277859717607,800,0.0,1.66162,27.782090425491333,0.44199562072753906,18.46091938018799,2000.0,5.26781,0.555451,-0.00277859717607,10.340576171875,63.0,891.5,0.0,0.0,0.0563592686427,0.7605183124542236,0.554985,0.512701456425,2900.0,5.25906,255.550386421,0.0074950302951,4904.717991352081,11.757606983184814,1128.68407892,0.0,0.07506704330444336,800,1.65995
73.4276921749115,0.0023353031138,800,0.0,1.67191,27.581602334976196,0.4787862300872803,18.29737615585327,1900.0,5.3223,0.558341,-0.0023353016004,11.33338189125061,78.75,638.375,1.51339918375e-09,0.0,0.122130251277,0.7520735263824463,0.557909,0.464241356687,2900.0,5.31419,289.522775443,0.00256835180335,4979.228982925415,12.387494087219238,967.42692715,0.0,0.07282638549804688,800,1.67038
72.26293206214905,0.00194735114928,800,0.0,1.67254,27.65814208984375,0.45351362228393555,18.349586248397827,2100.0,5.32569,0.558476,-0.00194734963588,10.72992205619812,72.125,719.375,1.51339918375e-09,0.0,0.0782797686428,0.7509720325469971,0.557032,0.499907908054,2900.0,5.29799,281.532386014,0.00742213241756,5052.913364887238,11.855097770690918,1130.55831755,0.0,0.07267880439758301,800,1.66733
72.29430723190308,0.00468499120325,800,0.0,1.66337,27.549952745437622,0.4571189880371094,18.256134510040283,1900.0,5.27707,0.555974,-0.00468499027193,10.760340213775635,59.0,816.25,9.31322574615e-10,0.0,0.06377897933,0.7497320175170898,0.55411,0.519336064346,2900.0,5.24143,241.026969445,0.00721780210733,5126.3042850494385,12.008360385894775,1109.50932285,0.0,0.07283616065979004,800,1.6566
70.33037972450256,0.00388304912485,800,0.0,1.65539,27.561603784561157,0.4074869155883789,18.362499713897705,1700.0,5.23513,0.553858,-0.00388304982334,9.632683038711548,80.75,963.625,-6.98491930962e-10,0.0,0.0898132548874,0.7531051635742188,0.554102,0.519888210481,2900.0,5.23884,288.104907109,0.00847353693098,5198.04619550705,11.151180505752563,1154.0642787,0.0,0.06702232360839844,800,1.6561
