Entropy,MaxReturn,ExplainedVariance,AverageReturn,TotalExecTime,Time,LossBefore,NumTrajs,AveragePolicyStd,Perplexity,MaxKL,StdReturn,MeanKL,LossAfter,ItrTime,MinReturn
2.73374,500.0,0.328494322905,125.0,7.940204381942749,8.026113748550415,0.0271541,20,0.949513,15.3903,1.49668,163.935963108,0.213779,-0.0218668,8.02612018585205,0.0
2.76089,1700.0,0.54986878137,460.0,8.007705926895142,16.10581398010254,0.00254291,20,0.962494,15.814,0.0354676,295.634909982,0.00226495,-0.0023025,8.070041418075562,200.0
2.76216,5900.0,0.773278651875,670.0,7.739987373352051,23.904600381851196,-0.0173609,20,0.963089,15.8341,0.343352,1210.41315261,0.0279465,-0.031026,7.789155006408691,200.0
2.75348,18100.0,0.721912125088,2110.0,8.318273305892944,32.29640817642212,-0.0313086,20,0.958882,15.6972,0.0490818,4471.78935103,0.0118503,-0.0359849,8.376677513122559,200.0
2.73783,16500.0,0.211113366571,2110.0,8.730901956558228,41.09132242202759,0.00166134,20,0.951433,15.4534,0.0539306,3644.84567575,0.00779638,-0.00126177,8.790242433547974,200.0
2.73866,19500.0,0.289208840262,3595.0,8.831386089324951,49.98287749290466,-0.0194452,20,0.951807,15.4662,0.192348,6301.06935369,0.0235824,-0.0233246,8.867278814315796,0.0
2.72894,18400.0,0.717839773192,3785.0,8.74799919128418,58.80283713340759,-0.00930479,20,0.947099,15.3166,0.283559,5788.8923811,0.02887,-0.0166121,8.812293291091919,200.0
